,outputs,gt,train_loss,error,outputs_b,gt,train_loss,error
290,1251.577009,1248,142.5244293,-0.002858002,2586.808792,2585.349186,24158.63477,-0.00056425
291,1249.274161,1243.5,131.6541443,-0.004622013,2537.312654,2558.3,4868.933594,0.008271486
292,1247.248092,1242.25,112.9375763,-0.004007296,2519.178055,2477.641375,2953.991211,-0.016488188
293,1245.609948,1242.25,63.66321564,-0.002697432,2521.554831,2501.191343,3864.058594,-0.008075766
294,1243.795916,1242.25,77.30125427,-0.001242902,2521.392105,2421.26,3466.273926,-0.039713024
295,1242.789019,1229.25,39.36157608,-0.010894061,2437.766733,2561.225429,9395.138672,0.050644179
296,1239.514377,1223.75,210.8910217,-0.012718188,2514.449335,2599.729838,14819.75293,0.033916175
297,1228.465569,1220.3,515.5704346,-0.006646966,2498.617684,2598.89,10491.24512,0.040131116
298,1228.668673,1224.9,681.4145508,-0.003067282,2528.21606,2609.96775,10773.61914,0.032335721
299,1223.174143,1215.65,460.4046936,-0.006151326,2529.3379,2491.201214,15419.12012,-0.015077735
300,1217.347479,1215.65,139.7254944,-0.001394408,2560.349984,2502.86,5588.214844,-0.022453955
301,1218.364928,1215.65,111.4945831,-0.002228337,2609.199715,2536.238938,7191.723633,-0.027962895
302,1217.461889,1211.9,107.5161972,-0.00456843,2562.875319,2366.170143,6661.28418,-0.076751754
303,1215.169639,1211.05,128.8056946,-0.003390176,2531.816292,2327.09,26341.96289,-0.080861432
304,1201.329891,1218.8,38.3588829,0.014542308,2454.080794,2385.748571,23613.80078,-0.027844325
305,1210.258069,1218.9,125.6211166,0.007140569,2445.067444,2354.783417,18983.50195,-0.036924964
306,1215.608368,1230.3,99.87685394,0.012085827,2440.641274,2338.49,21078.87109,-0.041854276
307,1219.95639,1230.3,370.9074402,0.008478672,2354.919785,2058.9956,9394.806641,-0.125662108
308,1215.420911,1230.3,431.3010254,0.012241923,2253.783146,1931.2143,38554.46875,-0.143123284
309,1231.511962,1234.1,314.4478455,0.002101513,2288.76426,1910.96,71928.47656,-0.165069102
310,1230.617791,1240.75,183.6666565,0.008233433,2182.293328,2320.12225,104208.6953,0.063157835
311,1244.887757,1242.15,132.8889618,-0.0021992,2097.595289,2264.7657,55530.36328,0.079696218
312,1236.792242,1238.7,247.5117493,0.001542505,2037.786678,2265.21,34455.98438,0.111603106
313,1239.015656,1248.55,166.8830719,0.007695096,2016.985983,2682.195363,57101.58203,0.32980367
314,1245.606668,1248.55,147.7691345,0.002362971,2150.542544,2807.609857,240710.5,0.305535603
315,1250.812096,1248.55,132.8547516,-0.001808502,2480.787442,2825.51,221743.0469,0.13895691
316,1248.091863,1255.55,151.7154083,0.005975631,2574.70437,2751.821029,190332.1094,0.068791066
317,1249.619265,1254.4,200.945694,0.003825753,2580.577549,2560.997917,117591.4844,-0.007587306
318,1257.84503,1248.1,90.93106079,-0.007747401,3099.802166,2564.3,25429.05859,-0.172753659
319,1252.533867,1261.1,104.2298965,0.006839043,2778.167072,2647.625,165222.375,-0.046988561
320,1253.762382,1264.9,148.9631958,0.008883356,2752.15548,2781.636583,129879.0391,0.010712005
321,1263.405948,1264.9,287.0404053,0.001182559,2684.791251,2784.8,20654.1582,0.037250103
322,1260.870782,1264.9,387.9947815,0.003195584,2629.188516,2745.955417,15235.97168,0.044411764
323,1263.539157,1267.55,339.7385254,0.003174293,2655.605693,2866.431667,13695.18262,0.079389035
324,1270.426147,1270.95,39.56868362,0.000412344,2739.060992,2862.9,24618.68164,0.045212213
325,1270.853279,1269.6,53.20436859,-0.000986171,2783.470206,2693.633983,11030.93066,-0.0322749
326,1268.695053,1268.1,57.57426834,-0.000469028,2807.701942,2794.117717,15374.93164,-0.0048382
327,1269.359876,1257.7,40.04757309,-0.009185635,2785.508813,2790,13914.9043,0.00161234
328,1269.859065,1257.7,204.7456055,-0.00957513,2881.429085,3218.115017,11609.5127,0.116846857
329,1266.709365,1257.7,326.709259,-0.007112417,2882.205098,3252.562533,81881.16406,0.128497946
330,1260.017816,1258,286.5044861,-0.001601419,2870.771639,3210.2,102799.4609,0.118235932
331,1257.968202,1261.8,140.9655304,0.003046021,2974.194551,3457.374333,85289.78906,0.162457356
332,1258.514013,1271.05,32.89370346,0.009960944,3098.132765,3357.326317,188139.4688,0.083661215
333,1261.502832,1284.4,234.368454,0.018150707,3722.530613,3340.28,70408.82813,-0.102685687
334,1266.67033,1286.1,892.9219971,0.015339169,3191.512356,3632.506667,74912.8125,0.138177222
335,1274.386804,1286.1,1109.940796,0.009191241,3366.878994,3852.802914,211508.2969,0.144324735
336,1275.895145,1286.1,777.3253784,0.007998193,3697.29115,3868.52,96575.91406,0.046311974
337,1294.98309,1282.3,302.2048645,-0.00979402,3571.20093,4282.992,137181.2813,0.199314204
338,1297.732747,1270.3,56.40907669,-0.02113898,3689.517567,4217.028329,289059.1875,0.142975539
339,1282.378789,1272.75,366.5375366,-0.007508537,4093.199583,4179.97,184927.1094,0.021198677
340,1277.316249,1285.15,371.72052,0.006132977,4358.38104,4328.725717,95031.82031,-0.006804206
341,1277.026177,1295.8,356.5005188,0.014701205,4124.512814,4130.440067,127949.4219,0.00143708
342,1281.466564,1295.8,704.2006836,0.011185181,4638.714144,4104.71,123876.1719,-0.115119002
343,1287.501122,1295.8,933.9562378,0.006445725,4183.387415,4157.958033,143068.9844,-0.006078658
344,1292.852278,1292.9,621.3511963,3.69122E-05,4168.271152,4043.722,54035.11719,-0.02988029
345,1295.041463,1284.2,139.4695435,-0.008371518,4225.466801,3986.28,40921.90234,-0.056606006
346,1302.364466,1286.65,161.5039978,-0.012066105,4079.974523,4174.95,20969.75,0.023278448
347,1288.98701,1289,228.5121613,1.00777E-05,4075.707002,4340.316717,13558.14355,0.064923635
348,1287.955682,1285.3,137.8266754,-0.002061936,4148.089215,4331.77,25555.01172,0.044280818
349,1286.827191,1285.3,61.88942337,-0.001186788,4146.677631,4360.513317,36267.89063,0.051567955
350,1286.504269,1285.3,22.40940857,-0.000936079,4038.869249,4354.308333,53322.61328,0.078100841
351,1285.946318,1285.3,16.22582626,-0.000502601,4307.844637,4339.05,62829.45703,0.007243846
352,1285.44027,1318.65,15.90637398,0.025835296,4522.95245,4607.98545,6498.588379,0.01880033
353,1290.015716,1308.5,1321.053955,0.014328728,4408.169012,4594.98785,38097.68359,0.042380144
354,1295.898139,1311.75,1536.206299,0.012232336,4440.197502,4582.52,29672.20898,0.032053191
355,1305.475355,1320.4,1403.904541,0.011432345,4455.895355,4911.740017,25842.04688,0.102301474
356,1311.242243,1320.4,990.9013672,0.006984031,4531.999196,4580.38748,122158.0391,0.010677028
357,1345.302807,1320.4,208.8502197,-0.018510931,4888.335779,4585.57,57043.8125,-0.061936371
358,1318.971646,1333.1,547.5788574,0.010711643,4677.386315,4344.098317,60751.36328,-0.071255179
359,1322.034126,1335.55,297.7836304,0.010223544,4596.585974,4488.72014,90187.57813,-0.023466511
360,1328.526003,1337.85,348.7245483,0.007018302,4938.636914,4385.02,98850.78906,-0.112099132
361,1331.329053,1343.5,414.9459534,0.009141953,4519.387208,4654.6585,145767.9219,0.029931335
362,1336.073365,1346.25,397.1978149,0.007616823,4489.526894,4310.750183,40329.1875,-0.039820835
363,1353.111712,1346.25,183.252655,-0.005071061,4368.285732,4312.26,48562.11719,-0.012825565
364,1345.705735,1346.25,194.7981567,0.000404446,4478.077244,4329.955,42872.46094,-0.033077197
365,1347.590789,1334.2,76.88734436,-0.009936836,4211.964807,4248.090017,38086.24219,0.008576807
366,1349.376826,1326.5,170.9880066,-0.016953623,4541.852158,4198.59,73889.33594,-0.075577572
367,1341.238359,1327.55,531.2768555,-0.010205762,4264.126563,3961.271267,33233.89453,-0.071023993
368,1333.335812,1324.55,586.0412598,-0.006589347,4214.038508,3319.63,55528.07422,-0.212244977
369,1328.837804,1322.85,447.0033569,-0.004506046,4122.03576,3216.43,310661.5625,-0.219698667
370,1325.579627,1322.85,111.5411148,-0.002059195,3927.467872,3763.62604,438863.5,-0.041716912
371,1324.130684,1322.85,31.89913559,-0.000967189,3705.197344,3746.060783,195582.5313,0.011028681
372,1323.295758,1312.1,25.33242607,-0.008460511,3704.818991,3678.53,120424.8359,-0.007095891
373,1320.560764,1309.6,141.4907837,-0.008300083,3303.974373,3943.413333,80773.86719,0.193536295
374,1305.206745,1311.3,273.8948975,0.004668421,3331.917265,3977.561667,172987.2969,0.193775641
375,1307.866447,1292.1,317.2918701,-0.012055089,3798.349786,3894.48,127799.9844,0.025308415
376,1307.890977,1294.8,651.760376,-0.010009226,3724.994854,3637.50255,94564.78906,-0.023487899
377,1298.985623,1294.8,566.9602661,-0.003222224,3685.874687,3776.3869,97454.15625,0.024556509
378,1296.246738,1294.8,496.1821899,-0.001116098,4001.350697,3777.62,88202.5,-0.055913794
379,1295.159109,1293.3,325.6575317,-0.001435429,3905.124939,3942.555,79868.40625,0.009584856
380,1293.935309,1300.05,22.3377533,0.004725654,3847.528917,3910.307383,23830.71094,0.016316568
381,1285.070689,1282.55,37.56908035,-0.001961518,3743.951005,3881,21834.43359,0.036605446
382,1293.230415,1283.35,258.0001831,-0.007640104,3810.604239,4201.98905,9302.304688,0.102709383
383,1290.08246,1283.1,337.6353149,-0.005412414,3895.659948,4193.574667,81147.08594,0.076473492
384,1270.62672,1283.1,369.2061157,0.009816636,3996.4547,4164.27,52017.83203,0.041991043
385,1289.59368,1283.1,415.6098633,-0.005035447,4043.31027,4360.722967,49299.68359,0.078503176
386,1282.583094,1273.7,31.98661423,-0.00692594,4077.522192,4386.88375,88180.875,0.075869987
387,1281.18155,1271.25,100.2891006,-0.007751868,4454.906332,4394.07,32443.58984,-0.013656029
388,1277.823408,1274.25,212.5389862,-0.00279648,4312.539449,4225.175,85121.67188,-0.020258238
389,1275.097034,1274.5,198.5574188,-0.000468226,4278.841818,4338.852,20750.28125,0.014024866
390,1257.606048,1261.8,120.687149,0.003334869,4471.605781,4318.58,14614.22656,-0.034221662
391,1272.088126,1261.8,250.0770721,-0.008087589,4390.648036,4376.191667,25451.5332,-0.003292536
392,1267.559424,1261.8,262.7613831,-0.004543711,4368.057486,4602.280883,8221.18457,0.053621867
393,1264.577518,1278.75,291.5136414,0.011207286,4301.853165,4605.66,35688.97656,0.070622316
394,1265.789935,1291.4,435.7547913,0.020232476,4403.017614,4782.28,27141.47461,0.086136922
395,1263.839143,1289.25,1116.874023,0.020106085,4473.850354,4819.485767,78356.1875,0.077256811
396,1279.233753,1290.25,1289.712158,0.008611598,4566.720471,4822.17,87022.03906,0.055937194
397,1285.26212,1299.6,881.0257568,0.011155608,4884.54285,5563.806567,46332.72656,0.139063928
398,1294.940991,1299.6,294.2393188,0.003597854,4872.478643,5739.438733,284274.6875,0.177929993
399,1307.227457,1299.6,157.670929,-0.005834835,5219.320998,5825.99,335912.625,0.116235235
400,1297.466301,1303.3,222.152832,0.004496224,5236.556023,5711.205867,303862.1563,0.090641605
401,1299.645111,1284.75,123.0340118,-0.011460906,5321.063354,5603.71294,437514.5625,0.053119004
402,1306.230585,1280.2,297.407074,-0.019928017,6534.030231,5594.66,140610.5781,-0.143765823
403,1293.055117,1286.4,675.758667,-0.005146816,5575.290455,5727.6335,355477.3125,0.027324683
404,1288.531325,1281.2,599.5852661,-0.005689675,5852.584494,5979.45984,640236.125,0.021678516
405,1288.48999,1281.2,465.7586975,-0.005657778,5735.688375,5986.44,54362.16406,0.043717791
406,1282.595968,1281.2,66.17256165,-0.001088393,5742.74184,5983.18455,66712.14844,0.041868974
407,1281.99416,1274.9,33.86987686,-0.005533691,5791.672652,5876.079867,69549.26563,0.014573892
408,1280.384418,1276.45,86.69855499,-0.003072841,5867.231061,5900.59,31651.08984,0.005685636
409,1278.31262,1275,57.77203369,-0.002591401,6078.867337,5669.622533,6869.025879,-0.067322542
410,1260.503823,1273.75,59.9010849,0.010508637,5916.820864,5893.138417,79079.80469,-0.004002563
411,1276.015949,1266.45,157.9752808,-0.007496732,5898.561333,5889.82,35053.19141,-0.001481943
412,1273.087485,1266.45,93.27953339,-0.005213691,5852.844532,5776.69695,29194.375,-0.013010355
413,1265.367099,1266.45,141.5805969,0.0008558,5837.449193,6155.43402,34339.17969,0.05447325
414,1268.372156,1272,123.2707062,0.002860236,5828.64788,6136.49,110234.8281,0.052815357
415,1267.841034,1270.15,82.36512756,0.001821179,5944.35161,6388.645167,63976.13281,0.07474214
416,1264.21378,1277.05,44.61215973,0.01015352,5981.181079,6665.306683,143979.6719,0.114379684
417,1271.739693,1279.2,125.1169815,0.005866222,6126.56296,6751.98,315942.75,0.102082855
418,1272.938687,1267.2,155.7174988,-0.004508219,6568.691478,7197.72006,192470.9531,0.095761627
419,1272.949409,1267.2,153.017807,-0.004516604,6561.640539,7437.543317,473943.0625,0.133488382
420,1270.6221,1267.2,206.0240479,-0.002693248,7006.797585,7365.99,425713.9063,0.051263421
421,1274.642509,1270.9,234.0707245,-0.002936124,7285.875766,6989.071667,211053.125,-0.040736915
422,1270.322981,1275.6,181.8521576,0.004154077,7186.117407,7092.127233,101437.1328,-0.01307941
423,1270.239186,1284,96.72585297,0.010833246,7651.372818,7128.64,158139.2031,-0.068318827
424,1274.479469,1284.8,313.9203186,0.00809784,7539.158578,7158.03706,202905.0469,-0.050552262
425,1279.006896,1284.3,390.1089783,0.004138448,7220.951787,6719.39785,147589,-0.069458148
426,1282.353344,1284.3,256.3410034,0.001518034,6913.532997,6569.22,101889.8203,-0.049802756
427,1280.450189,1284.3,94.19091797,0.003006607,6944.062573,5716.301583,113635.4766,-0.176807305
428,1292.710914,1277.95,14.50030708,-0.011418573,6878.938691,6550.227533,564030.6875,-0.047785156
429,1283.589395,1274.6,84.25495148,-0.007003326,6767.773015,6493.63,405666.4063,-0.040507123
430,1280.207007,1282.2,140.1320496,0.001556774,6350.739357,7301.42992,297176.9688,0.149697619
431,1279.244243,1280,125.2155609,0.000590784,6459.021568,7815.0307,343769,0.209940332
432,1279.000948,1284.35,88.04476166,0.004182211,6044.321118,7868.77,943912.6875,0.301845128
433,1280.710904,1284.35,92.50267029,0.002841466,6961.112346,7817.140383,1250474,0.122972881
434,1281.965879,1284.35,97.0728302,0.001859738,6925.905936,8007.654067,1098681.625,0.156188684
435,1283.376547,1286.2,27.62192917,0.002200019,8297.889452,8049.72,834953.125,-0.029907539
436,1284.586347,1283.3,31.15137672,-0.001001371,8521.586715,8059.8,348114.1875,-0.054190227
437,1284.761832,1286.95,8.211578369,0.00170317,8133.184866,8268.035,215016.0781,0.016580237
438,1285.067126,1290.35,11.68779945,0.004110971,8024.618156,8236.72,104108.1484,0.026431394
439,1286.300092,1290.5,48.86449432,0.003265107,8216.973222,8250.978333,51581.17969,0.004138399
440,1289.972868,1290.5,72.1619873,0.000408638,8194.336948,8707.407267,27099.13086,0.062612792
441,1290.040179,1290.5,74.51056671,0.000356439,8266.555004,8768.8,166777.2344,0.060756264
442,1291.492304,1294.9,18.11363602,0.002638572,8586.954354,9718.29505,125266.2266,0.131751102
443,1294.773426,1291.85,26.38708878,-0.002257867,8637.314945,9952.50882,727646.5,0.152268834
444,1292.338691,1283.85,30.7597847,-0.006568472,8832.887903,9919,829211,0.122962287
445,1291.059361,1280.2,126.8100967,-0.008411202,9627.33293,10147.372,698840.9375,0.05401694
446,1287.168373,1275.5,307.5475159,-0.009065149,9557.074287,10883.912,672670,0.138833044
447,1286.493895,1275.5,482.6287231,-0.008545625,11037.97453,10879.88,1043358.813,-0.014322785
448,1278.389393,1275.5,351.6676941,-0.002260182,10312.80905,11332.622,373819.6875,0.098887989
449,1276.177896,1273.45,111.9235458,-0.002137552,10505.80943,11584.83,1572573.125,0.102707039
450,1274.958342,1266.3,39.83312988,-0.006791078,10923.268,11591.22,802452.5,0.061149466
451,1273.024391,1263.7,109.3717651,-0.007324597,11848.93816,13540.98,249271.8281,0.142801137
452,1266.661882,1255,229.6756287,-0.009206784,11724.74885,16501.97167,2527682.25,0.407447773
453,1256.937683,1250.65,459.3361816,-0.005002382,12808.98494,16860.88,7197009,0.316332253
454,1255.378341,1250.65,552.7738647,-0.003766467,13509.10103,15142.83415,7021224,0.120935739
455,1250.32545,1250.65,369.8328247,0.000259572,13812.19651,14869.805,5802307,0.076570623
456,1251.997179,1247.15,208.1939392,-0.003871557,17614.8866,15068.95,4772171.5,-0.144533238
457,1250.33214,1240.9,48.15335846,-0.007543708,-8937.488789,17276.39333,4502232.5,-2.933025455
458,1245.699089,1242.65,118.5811615,-0.002447693,16317.44831,16808.36667,36711268,0.030085486
459,1238.161634,1251,141.3776703,0.010368893,15793.64114,16252.31,2027117.625,0.029041363
460,1242.299731,1254.6,170.291748,0.009901209,15675.04767,17771.9,1676347.625,0.133770077
461,1239.151013,1254.6,242.0210724,0.012467396,16195.58763,19498.68333,3849387.5,0.203950346
462,1246.735765,1254.6,334.6838379,0.00630786,17906.3606,19279.9,3703623.25,0.076706788
463,1253.478543,1260.6,183.2677002,0.005681355,17893.39189,18961.85667,3623377.25,0.059712814
464,1255.988426,1260.35,67.70650482,0.003472623,17737.23599,17737.11167,2977237,-7.00883E-06
465,1261.096412,1264.55,70.42782593,0.00273856,18686.08484,17382.94,889384.875,-0.069738784
466,1260.24392,1264.55,121.1842499,0.003416862,20514.9823,16047.51,1223293.25,-0.217766325
467,1262.249519,1264.55,105.2040405,0.001822525,18637.47164,15190.945,8186758.5,-0.184924581
468,1269.519712,1264.55,36.92530441,-0.003914639,17674.54055,13776.61,5353671,-0.220539286
469,1264.856371,1264.55,34.25679779,-0.000242218,16411.67506,13949.175,5820716,-0.150045626
470,1268.483316,1264.55,1.124142408,-0.003100802,15798.80691,14119.02833,4166503.25,-0.106323129
471,1264.737276,1264.55,6.829417229,-0.000148075,14767.27469,13740.94,2167879.5,-0.069500616
472,1264.551858,1279.4,0.005101944,0.011741821,14104.42714,15589.32167,1420793.75,0.105278613
473,1267.208607,1291,296.7347412,0.018774646,13188.21244,14380.58167,1396770.875,0.090411739
474,1273.976203,1291,1021.579285,0.013362728,13873.73522,14214.01,1361668.25,0.024526544
475,1282.002379,1291,1180.760986,0.007018412,13596.76127,13215.574,1070291,-0.028035152
476,1287.892632,1291,826.7678833,0.002412754,13630.92404,14165.575,1628465.25,0.039223384
477,1305.765681,1291,166.2344055,-0.011308063,15195.71295,13796,1414199.125,-0.092112358
478,1301.537016,1312.05,96.21922302,0.008077361,14204.57122,15005.85667,1019827.688,0.056410394
479,1294.959518,1314.9,550.6918945,0.015398537,14046.34308,15053.26167,694096.125,0.071685462
480,1302.226946,1314.5,943.1668701,0.009424666,13594.52155,15039.24,876181.6875,0.106272107
481,1308.236402,1317.15,949.7302856,0.006813446,14423.68863,17174.12,649247.25,0.190688487
482,1313.145632,1317.15,628.7709351,0.003049447,14038.10538,17319.198,4058257.5,0.233727595
483,1337.29611,1317.15,44.38528061,-0.015064809,16191.99344,17155.95,5639410,0.059532915
484,1318.9051,1319.95,215.197052,0.000792248,16115.01219,15265.90667,2424290.25,-0.052690343
485,1317.434331,1311,21.21513748,-0.004883986,15970.23644,14714.25333,1083682.75,-0.078645242
486,1319.017108,1319.75,61.47556686,0.000555635,18449.20097,14437.42,1039805.5,-0.21745012
487,1316.495737,1323.05,69.20370483,0.004978568,16741.58878,13296.794,8805399,-0.205762716
488,1318.014557,1326.8,116.3187027,0.006665665,15873.06136,13912.882,5009324.5,-0.123490946
489,1323.551542,1326.8,215.7852478,0.002454349,14336.65559,13791.19,1858814.625,-0.03804692
490,1323.756727,1326.8,260.5208435,0.002298967,13923.04004,13852.92,1151913.125,-0.005036259
491,1325.911797,1339.25,66.73771667,0.010059646,13869.23839,14012.196,774030.9375,0.010307532
492,1332.570493,1333.85,214.3749084,0.00096018,13354.84845,13554.14,493073.25,0.014922786
493,1335.575622,1335.65,204.1378174,5.56898E-05,12797.64563,11116.94667,160069.1094,-0.131328762
494,1334.101507,1332.2,187.2940369,-0.001425309,13219.07184,11345.42333,2661278.25,-0.14173828
495,1334.604952,1334.95,122.6249008,0.000258539,13110.09795,11174.82,1432627.125,-0.147617353
496,1346.505501,1334.95,42.65217209,-0.008581845,12790.4499,12950.79333,1981825.625,0.012536184
497,1334.485454,1334.95,85.57173157,0.000348109,12660.78551,11505.228,1156567.75,-0.091270601
498,1334.408343,1332.6,10.88158798,-0.001355165,10857.55924,11513.42,1021898.313,0.060405911
499,1334.397886,1333.4,13.5252533,-0.000747817,11080.45278,11223.064,785491.9375,0.012870523
500,1333.894426,1353.7,8.785887718,0.014847932,11403.6253,11282.25833,785915.6875,-0.010642841
501,1334.124838,1354.95,503.7362671,0.015609605,12439.55243,11392.03,591861.1875,-0.084209013
502,1343.953924,1353.15,890.2926636,0.006842553,11203.11611,10969.815,217321.7813,-0.020824662
503,1348.888887,1353.15,850.7774658,0.00315898,11199.80763,11524.77667,324261.375,0.029015591
504,1353.053062,1353.15,481.6445313,7.16439E-05,11042.44328,11431.37,143440.4688,0.035221075
505,1372.391211,1343.85,17.92209053,-0.020796702,11311.44223,11212.655,119179.5781,-0.008733389
506,1351.405176,1344.9,290.6954956,-0.004813639,10644.2609,10184.06167,130646.2344,-0.043234493
507,1348.517394,1345.05,150.2189636,-0.002571264,11034.30943,10082.52,1250030.5,-0.086257272
508,1346.344268,1341.35,141.5434265,-0.003709503,11160.68687,9083.258333,378411.7188,-0.186138054
509,1344.267814,1331.15,106.1197739,-0.009758334,10904.68722,8901.901667,1327672,-0.183662815
510,1340.820598,1331.15,212.6501923,-0.007212447,10472.82588,8852.73,1473133.75,-0.154695199
511,1335.039243,1331.15,329.3111572,-0.002913205,9524.38204,8400.648333,939263,-0.117984947
512,1333.510366,1333.6,287.9714966,6.72166E-05,9299.401408,6838.816667,1067440.375,-0.264596035
513,1332.140054,1331.4,122.4779282,-0.000555538,8486.221171,6925.46,1930733.25,-0.183917098
514,1324.176266,1324.65,9.969722748,0.000357758,8157.744286,8099.958333,1366313.875,-0.00708357
515,1330.570163,1315.45,95.82077789,-0.011363672,7789.567997,8240.536667,776966.3125,0.057893926
516,1326.177661,1314.1,357.0535278,-0.009107121,7863.862539,8245.08,547733.125,0.048477127
517,1317.468545,1314.1,515.8898926,-0.002556831,6587.331385,8319.876566,404583.0938,0.263011693
518,1309.651763,1314.1,378.6769714,0.003396504,7106.389171,8343.455,1369396,0.174077974
519,1315.201827,1322.3,142.4560699,0.005397022,8176.304982,8068.02,472731.1875,-0.013243755
520,1315.996873,1325.35,85.62916565,0.007107256,8245.633759,8597.7675,257590.0469,0.042705479
521,1319.058224,1336.25,189.8044739,0.013033372,8334.832691,9334.633333,533773.75,0.119954494
522,1322.449357,1352.45,519.7675781,0.022685665,8497.706888,9471.64,507555.5625,0.114611286
523,1326.578429,1352.1,1287.888428,0.019238645,8599.587944,10127.16167,263506.125,0.177633363
524,1338.543551,1352.1,1269.190308,0.010127761,8628.322439,10841.99167,1049995.125,0.256558473
525,1349.802395,1352.1,889.6005859,0.001702179,9338.811089,11085.83,1703610.75,0.187070805
526,1361.994364,1346.6,280.7577515,-0.01130281,10587.79433,11110.965,1253604.75,0.049412621
527,1367.963949,1339.85,93.45844269,-0.020551674,10513.54386,11390.39167,1367713,0.083401736
528,1348.577336,1330.5,325.6489258,-0.013404746,11294.85227,11245.98,624601.625,-0.004326951
529,1343.165752,1328.35,488.5395508,-0.011030472,11842.59001,9931.071667,277396.6875,-0.161410497
530,1337.447841,1327.95,599.1126099,-0.007101466,11413.52292,10162.11667,1247847.25,-0.109642418
531,1332.543228,1327.95,392.5909119,-0.003446964,11001.86594,10171.3,675742.4375,-0.075493188
532,1329.069844,1327.95,149.4481201,-0.000842577,11112.22779,9696.593333,685430.0625,-0.127394298
533,1328.038515,1333.5,11.85754967,0.004112445,10670.6377,10348.60333,1143286.75,-0.030179487
534,1328.928889,1325.75,35.57365799,-0.002392069,9765.027341,10319.46,274300.1875,0.056777379
535,1323.752778,1317.85,44.19435501,-0.004459124,9923.041275,10370.165,200016.5469,0.045059142
536,1320.452868,1307.75,198.5125427,-0.009620084,10160.5493,11009.38167,226429.5781,0.083541976
537,1312.666518,1322.3,609.8405762,0.007338865,10009.574,10931.12,545455.625,0.092066456
538,1321.363375,1322.3,568.0170898,0.000708832,9998.391962,11326.94833,277619.8438,0.132877004
539,1317.695323,1322.3,291.0577698,0.003494493,10696.49766,11430.18167,1232287.375,0.068591051
540,1319.013625,1320.4,228.9634552,0.00105107,10845.23203,11516.83,431743.25,0.061925644
541,1320.830522,1331.4,220.6569824,0.008002145,11659.95135,10763.19833,164291.5781,-0.076908813
542,1323.718768,1329.4,103.4247665,0.004291872,11237.47922,10118.058,466147.9375,-0.099614976
543,1318.142978,1321,139.8339996,0.00216746,11442.36726,9920.46,388316.1875,-0.133006328
544,1323.045956,1320.6,184.8114319,-0.001848731,11161.20827,9089.278333,749564.0625,-0.185636706
545,1325.304643,1320.6,180.289856,-0.003549858,10903.45986,8746.002,1670888.875,-0.197869106
546,1332.105196,1320.6,173.2906036,-0.008636852,10050.24514,8777.37,1549715.75,-0.126651154
547,1320.443117,1319.15,135.6059875,-0.000979305,9444.51381,9182.843333,955881.125,-0.027706082
548,1320.216472,1322.75,4.777562141,0.001919025,9290.674088,9154.7,576695.9375,-0.014635546
549,1320.631671,1323.55,9.120312691,0.002209798,8896.073456,9153.54,347223.2188,0.028941594
550,1321.487384,1318.75,19.57797432,-0.002071442,8410.110609,8358.121667,211481.75,-0.006181719
551,1319.413924,1310.1,27.07552719,-0.007059137,8464.369628,8530.402,214406.9531,0.007801216
552,1310.622681,1310.1,184.1797791,-0.000398804,8924.327216,8297.89,225398.5781,-0.070194335
553,1317.460172,1310.1,306.7444458,-0.005586637,8535.465706,8171.415,188514.0469,-0.042651534
554,1312.754541,1312.4,247.6280823,-0.000270074,8806.09968,8412.033333,490524.0625,-0.044749249
555,1310.936054,1311,87.54264069,4.87789E-05,8259.706438,8605.64,99598.23438,0.041882065
556,1311.049103,1321.35,8.055950165,0.007856988,8345.462597,8947.753333,55539.83203,0.072169844
557,1313.584698,1329.15,132.4283142,0.011849485,8348.52455,8690.408333,116574.4141,0.040951402
558,1318.341433,1346.6,420.4502563,0.021434938,8390.289102,8725.37,111336.1406,0.039936752
559,1322.056226,1346.6,1275.514771,0.018564849,8204.937389,8662.378333,92471.0625,0.055751912
560,1328.606239,1346.6,1430.924072,0.013543336,8793.265517,8617.296667,410338.9688,-0.020011775
561,1349.932415,1352.4,846.305481,0.001827932,9118.564971,8457.96,34440.30469,-0.072446155
562,1354.56572,1341.45,419.2732849,-0.009682601,8680.201122,7876.195,170338.8281,-0.092625287
563,1365.223863,1332.45,115.9436646,-0.024006219,8546.430284,7960.38,229134.6563,-0.068572523
564,1344.556785,1323.85,493.0850525,-0.015400454,8420.229499,7950.61,154524.4688,-0.055772767
565,1338.295421,1323.85,716.7855225,-0.010793896,8329.634201,6882.531667,148294.0156,-0.173729422
566,1337.958703,1323.85,803.5646362,-0.010544947,7933.493555,6935.48,792699.375,-0.125797487
567,1327.657073,1323.85,370.035614,-0.002867512,7552.252265,6937.56,320814.4375,-0.081391914
568,1324.687426,1323.85,85.21535492,-0.000632169,7458.881555,7035.848333,364158,-0.056715369
569,1323.79363,1333.45,3.068688393,0.007294468,7446.566621,7410.435,365681.2813,-0.004852118
570,1325.635633,1337.3,101.48172,0.008799075,6751.727019,7426.48,167916.625,0.099937835
571,1318.351595,1327.7,230.2746124,0.00709098,6649.745855,6826.51,98901.99219,0.02658209
572,1321.755862,1331.2,260.561676,0.007145146,6996.082688,6603.876667,128539.8281,-0.056060804
573,1323.115267,1331.2,192.619339,0.006110377,7089.49223,6634.68,73126.14844,-0.064153005
574,1341.186993,1331.2,113.9497223,-0.007446384,6961.742239,7017.656667,72000.92188,0.008031672
