,outputs,gt,train_loss,error
375,3798.349786,3894.48,127799.9844,0.025308415
376,3724.994854,3637.50255,94564.78906,-0.023487899
377,3685.874687,3776.3869,97454.15625,0.024556509
378,4001.350697,3777.62,88202.5,-0.055913794
379,3905.124939,3942.555,79868.40625,0.009584856
380,3847.528917,3910.307383,23830.71094,0.016316568
381,3743.951005,3881,21834.43359,0.036605446
382,3810.604239,4201.98905,9302.304688,0.102709383
383,3895.659948,4193.574667,81147.08594,0.076473492
384,3996.4547,4164.27,52017.83203,0.041991043
385,4043.31027,4360.722967,49299.68359,0.078503176
386,4077.522192,4386.88375,88180.875,0.075869987
387,4454.906332,4394.07,32443.58984,-0.013656029
388,4312.539449,4225.175,85121.67188,-0.020258238
389,4278.841818,4338.852,20750.28125,0.014024866
390,4471.605781,4318.58,14614.22656,-0.034221662
391,4390.648036,4376.191667,25451.5332,-0.003292536
392,4368.057486,4602.280883,8221.18457,0.053621867
393,4301.853165,4605.66,35688.97656,0.070622316
394,4403.017614,4782.28,27141.47461,0.086136922
395,4473.850354,4819.485767,78356.1875,0.077256811
396,4566.720471,4822.17,87022.03906,0.055937194
397,4884.54285,5563.806567,46332.72656,0.139063928
398,4872.478643,5739.438733,284274.6875,0.177929993
399,5219.320998,5825.99,335912.625,0.116235235
400,5236.556023,5711.205867,303862.1563,0.090641605
401,5321.063354,5603.71294,437514.5625,0.053119004
402,6534.030231,5594.66,140610.5781,-0.143765823
403,5575.290455,5727.6335,355477.3125,0.027324683
404,5852.584494,5979.45984,640236.125,0.021678516
405,5735.688375,5986.44,54362.16406,0.043717791
406,5742.74184,5983.18455,66712.14844,0.041868974
407,5791.672652,5876.079867,69549.26563,0.014573892
408,5867.231061,5900.59,31651.08984,0.005685636
409,6078.867337,5669.622533,6869.025879,-0.067322542
410,5916.820864,5893.138417,79079.80469,-0.004002563
411,5898.561333,5889.82,35053.19141,-0.001481943
412,5852.844532,5776.69695,29194.375,-0.013010355
413,5837.449193,6155.43402,34339.17969,0.05447325
414,5828.64788,6136.49,110234.8281,0.052815357
415,5944.35161,6388.645167,63976.13281,0.07474214
416,5981.181079,6665.306683,143979.6719,0.114379684
417,6126.56296,6751.98,315942.75,0.102082855
418,6568.691478,7197.72006,192470.9531,0.095761627
419,6561.640539,7437.543317,473943.0625,0.133488382
420,7006.797585,7365.99,425713.9063,0.051263421
421,7285.875766,6989.071667,211053.125,-0.040736915
422,7186.117407,7092.127233,101437.1328,-0.01307941
423,7651.372818,7128.64,158139.2031,-0.068318827
424,7539.158578,7158.03706,202905.0469,-0.050552262
425,7220.951787,6719.39785,147589,-0.069458148
426,6913.532997,6569.22,101889.8203,-0.049802756
427,6944.062573,5716.301583,113635.4766,-0.176807305
428,6878.938691,6550.227533,564030.6875,-0.047785156
429,6767.773015,6493.63,405666.4063,-0.040507123
430,6350.739357,7301.42992,297176.9688,0.149697619
431,6459.021568,7815.0307,343769,0.209940332
432,6044.321118,7868.77,943912.6875,0.301845128
433,6961.112346,7817.140383,1250474,0.122972881
434,6925.905936,8007.654067,1098681.625,0.156188684
435,8297.889452,8049.72,834953.125,-0.029907539
436,8521.586715,8059.8,348114.1875,-0.054190227
437,8133.184866,8268.035,215016.0781,0.016580237
438,8024.618156,8236.72,104108.1484,0.026431394
439,8216.973222,8250.978333,51581.17969,0.004138399
440,8194.336948,8707.407267,27099.13086,0.062612792
441,8266.555004,8768.8,166777.2344,0.060756264
442,8586.954354,9718.29505,125266.2266,0.131751102
443,8637.314945,9952.50882,727646.5,0.152268834
444,8832.887903,9919,829211,0.122962287
445,9627.33293,10147.372,698840.9375,0.05401694
446,9557.074287,10883.912,672670,0.138833044
447,11037.97453,10879.88,1043358.813,-0.014322785
448,10312.80905,11332.622,373819.6875,0.098887989
449,10505.80943,11584.83,1572573.125,0.102707039
450,10923.268,11591.22,802452.5,0.061149466
451,11848.93816,13540.98,249271.8281,0.142801137
452,11724.74885,16501.97167,2527682.25,0.407447773
453,12808.98494,16860.88,7197009,0.316332253
454,13509.10103,15142.83415,7021224,0.120935739
455,13812.19651,14869.805,5802307,0.076570623
456,17614.8866,15068.95,4772171.5,-0.144533238
457,-8937.488789,17276.39333,4502232.5,-2.933025455
458,16317.44831,16808.36667,36711268,0.030085486
459,15793.64114,16252.31,2027117.625,0.029041363
460,15675.04767,17771.9,1676347.625,0.133770077
461,16195.58763,19498.68333,3849387.5,0.203950346
462,17906.3606,19279.9,3703623.25,0.076706788
463,17893.39189,18961.85667,3623377.25,0.059712814
464,17737.23599,17737.11167,2977237,-7.00883E-06
465,18686.08484,17382.94,889384.875,-0.069738784
466,20514.9823,16047.51,1223293.25,-0.217766325
467,18637.47164,15190.945,8186758.5,-0.184924581
468,17674.54055,13776.61,5353671,-0.220539286
469,16411.67506,13949.175,5820716,-0.150045626
470,15798.80691,14119.02833,4166503.25,-0.106323129
471,14767.27469,13740.94,2167879.5,-0.069500616
472,14104.42714,15589.32167,1420793.75,0.105278613
473,13188.21244,14380.58167,1396770.875,0.090411739
474,13873.73522,14214.01,1361668.25,0.024526544
475,13596.76127,13215.574,1070291,-0.028035152
476,13630.92404,14165.575,1628465.25,0.039223384
477,15195.71295,13796,1414199.125,-0.092112358
478,14204.57122,15005.85667,1019827.688,0.056410394
479,14046.34308,15053.26167,694096.125,0.071685462
480,13594.52155,15039.24,876181.6875,0.106272107
481,14423.68863,17174.12,649247.25,0.190688487
482,14038.10538,17319.198,4058257.5,0.233727595
483,16191.99344,17155.95,5639410,0.059532915
484,16115.01219,15265.90667,2424290.25,-0.052690343
485,15970.23644,14714.25333,1083682.75,-0.078645242
486,18449.20097,14437.42,1039805.5,-0.21745012
487,16741.58878,13296.794,8805399,-0.205762716
488,15873.06136,13912.882,5009324.5,-0.123490946
489,14336.65559,13791.19,1858814.625,-0.03804692
490,13923.04004,13852.92,1151913.125,-0.005036259
491,13869.23839,14012.196,774030.9375,0.010307532
492,13354.84845,13554.14,493073.25,0.014922786
493,12797.64563,11116.94667,160069.1094,-0.131328762
494,13219.07184,11345.42333,2661278.25,-0.14173828
495,13110.09795,11174.82,1432627.125,-0.147617353
496,12790.4499,12950.79333,1981825.625,0.012536184
497,12660.78551,11505.228,1156567.75,-0.091270601
498,10857.55924,11513.42,1021898.313,0.060405911
499,11080.45278,11223.064,785491.9375,0.012870523
500,11403.6253,11282.25833,785915.6875,-0.010642841
501,12439.55243,11392.03,591861.1875,-0.084209013
502,11203.11611,10969.815,217321.7813,-0.020824662
503,11199.80763,11524.77667,324261.375,0.029015591
504,11042.44328,11431.37,143440.4688,0.035221075
505,11311.44223,11212.655,119179.5781,-0.008733389
506,10644.2609,10184.06167,130646.2344,-0.043234493
507,11034.30943,10082.52,1250030.5,-0.086257272
508,11160.68687,9083.258333,378411.7188,-0.186138054
509,10904.68722,8901.901667,1327672,-0.183662815
510,10472.82588,8852.73,1473133.75,-0.154695199
511,9524.38204,8400.648333,939263,-0.117984947
512,9299.401408,6838.816667,1067440.375,-0.264596035
513,8486.221171,6925.46,1930733.25,-0.183917098
514,8157.744286,8099.958333,1366313.875,-0.00708357
515,7789.567997,8240.536667,776966.3125,0.057893926
516,7863.862539,8245.08,547733.125,0.048477127
517,6587.331385,8319.876566,404583.0938,0.263011693
518,7106.389171,8343.455,1369396,0.174077974
519,8176.304982,8068.02,472731.1875,-0.013243755
520,8245.633759,8597.7675,257590.0469,0.042705479
521,8334.832691,9334.633333,533773.75,0.119954494
522,8497.706888,9471.64,507555.5625,0.114611286
523,8599.587944,10127.16167,263506.125,0.177633363
524,8628.322439,10841.99167,1049995.125,0.256558473
525,9338.811089,11085.83,1703610.75,0.187070805
526,10587.79433,11110.965,1253604.75,0.049412621
527,10513.54386,11390.39167,1367713,0.083401736
528,11294.85227,11245.98,624601.625,-0.004326951
529,11842.59001,9931.071667,277396.6875,-0.161410497
530,11413.52292,10162.11667,1247847.25,-0.109642418
531,11001.86594,10171.3,675742.4375,-0.075493188
532,11112.22779,9696.593333,685430.0625,-0.127394298
533,10670.6377,10348.60333,1143286.75,-0.030179487
534,9765.027341,10319.46,274300.1875,0.056777379
535,9923.041275,10370.165,200016.5469,0.045059142
536,10160.5493,11009.38167,226429.5781,0.083541976
537,10009.574,10931.12,545455.625,0.092066456
538,9998.391962,11326.94833,277619.8438,0.132877004
539,10696.49766,11430.18167,1232287.375,0.068591051
540,10845.23203,11516.83,431743.25,0.061925644
541,11659.95135,10763.19833,164291.5781,-0.076908813
542,11237.47922,10118.058,466147.9375,-0.099614976
543,11442.36726,9920.46,388316.1875,-0.133006328
544,11161.20827,9089.278333,749564.0625,-0.185636706
545,10903.45986,8746.002,1670888.875,-0.197869106
546,10050.24514,8777.37,1549715.75,-0.126651154
547,9444.51381,9182.843333,955881.125,-0.027706082
548,9290.674088,9154.7,576695.9375,-0.014635546
549,8896.073456,9153.54,347223.2188,0.028941594
550,8410.110609,8358.121667,211481.75,-0.006181719
551,8464.369628,8530.402,214406.9531,0.007801216
552,8924.327216,8297.89,225398.5781,-0.070194335
