,outputs,gt
452,"[1266.6618818960342, 1257.0956273070406, 1255.6904315640713, 1250.8992919921875, 1252.7869347035885]",1255.0
453,"[1256.9376829645698, 1255.555980632882, 1250.7361407876015, 1252.4887618124485, 1251.047542154789]",1250.65
454,"[1255.3783405830472, 1250.548661351204, 1252.3142067492008, 1250.8130788207054, 1246.4188058459113]",1250.65
455,"[1250.3254498243332, 1252.1279437243938, 1250.6170845031738, 1246.1405434976768, 1238.9932440480334]",1250.65
456,"[1251.997179478407, 1250.4806943535805, 1245.975377412091, 1238.6270278750453, 1242.8303021686588]",1247.15
457,"[1250.3321400880814, 1245.7965486907488, 1238.4027091474854, 1242.5296152009832, 1239.6323013305664]",1240.9
458,"[1245.699088555688, 1238.2660951175785, 1242.4216028984665, 1239.4071418046951, 1246.7894366911423]",1242.65
459,"[1238.1616344449867, 1242.368124003915, 1239.3359285593033, 1246.8508614007078, 1253.2297131267114]",1251.0
460,"[1242.2997312767984, 1239.2584317922592, 1246.821639936934, 1253.3884930191562, 1255.6595925092697]",1254.6
461,"[1239.151013493538, 1246.7655824350004, 1253.3726895744621, 1255.7213326692581, 1260.5656237395015]",1254.6
462,"[1246.735764614823, 1253.3744786436728, 1255.7374387979507, 1260.6943948751868, 1259.7530644129292]",1254.6
463,"[1253.478542836092, 1255.8509273529053, 1260.8379724480765, 1259.9634952931956, 1261.7875287087809]",1260.6
464,"[1255.9884259700775, 1261.003385776843, 1260.1238235829223, 1262.05853137761, 1268.9528738311492]",1260.35
465,"[1261.0964120792778, 1260.2008469683788, 1262.1469213209202, 1269.1975219015148, 1264.5406428766]",1264.55
466,"[1260.2439202402456, 1262.1917893124482, 1269.2843809830083, 1264.658158104503, 1268.0946929273778]",1264.55
467,"[1262.2495194615476, 1269.3817593304266, 1264.7290880118817, 1268.2345853201696, 1264.5590935949003]",1264.55
468,"[1269.5197119892691, 1264.824362506115, 1268.3512628115714, 1264.6533099154767, 1264.4736205488734]",1264.55
469,"[1264.856371129572, 1268.404174697207, 1264.6845143608516, 1264.501508579764, 1267.0580119088117]",1264.55
470,"[1268.4833164064912, 1264.7354665470193, 1264.5511040509155, 1267.1572028511146, 1273.6216484115575]",1264.55
471,"[1264.7372755003744, 1264.552008527593, 1267.1733326851972, 1273.8023930009513, 1281.3556777350313]",1264.55
472,"[1264.55185778148, 1267.1885580426024, 1273.8550033943611, 1281.6892788829282, 1287.039861414989]",1279.4
473,"[1267.208607275621, 1273.9071615494322, 1281.7834952035046, 1287.4844117019966, 1304.3863234281162]",1291.0
474,"[1273.9762032691506, 1281.8780130163068, 1287.6066667995765, 1304.9574972261325, 1300.4678783416748]",1291.0
475,"[1282.0023785594676, 1287.729675627721, 1305.174375501374, 1300.79676091671, 1294.2697422504425]",1291.0
476,"[1287.89263217579, 1305.4185542064806, 1301.023608326912, 1294.5047463178635, 1301.4503707885742]",1291.0
477,"[1305.7656814599613, 1301.3315606117249, 1294.7771478891373, 1301.9023727178574, 1307.4970700740814]",1291.0
478,"[1301.5370160341263, 1294.9307392835617, 1302.0904375314713, 1307.9473791122437, 1312.365363240242]",1312.05
479,"[1294.9595184326172, 1302.1501504182816, 1308.0341782569885, 1312.7822761535645, 1335.8390078755037]",1314.9
480,"[1302.2269461154938, 1308.1206696033478, 1312.8896977901459, 1336.405832475837, 1318.2103917140485]",1314.5
481,"[1308.236401796341, 1312.9985045194626, 1336.6341889649339, 1318.395668201978, 1316.9053053870593]",1317.15
482,"[1313.145632147789, 1336.9018040011288, 1318.5749882545933, 1317.1103321605042, 1318.6104350539536]",1317.15
483,"[1337.2961099662061, 1318.8449088233028, 1317.3728855592199, 1318.8991884317365, 1316.4357562707592]",1317.15
484,"[1318.9051001696353, 1317.4191263070534, 1318.9532021141495, 1316.4635481945588, 1317.9420157340937]",1319.95
485,"[1317.4343308919342, 1318.9764405589085, 1316.4745393508638, 1317.9710637900425, 1323.3224400643667]",1311.0
486,"[1319.0171078372368, 1316.4998190103652, 1318.0038802424388, 1323.4292809152976, 1323.484668219462]",1319.75
487,"[1316.4957365808805, 1318.0087477545167, 1323.4609083247778, 1323.697877870436, 1325.615191226243]",1323.05
488,"[1318.0145573657064, 1323.4974135934317, 1323.73438313909, 1325.7434317174193, 1332.0853462394734]",1326.8
489,"[1323.5515420952288, 1323.7672693509376, 1325.7856015967263, 1332.2869122159027, 1335.0441816979728]",1326.8
490,"[1323.7567268811108, 1325.778048782522, 1332.3104124745005, 1335.198710750672, 1333.615776503575]",1326.8
491,"[1325.9117965340556, 1332.4712867279886, 1335.3736433323356, 1333.8814968807856, 1334.2357907170663]",1339.25
492,"[1332.5704925176397, 1335.477717146743, 1333.9776623506332, 1334.4388770053629, 1345.887970983982]",1333.85
493,"[1335.5756224523939, 1334.0532661246252, 1334.5159042813757, 1346.1125999987125, 1334.3305926471949]",1335.65
494,"[1334.1015070264402, 1334.553864335263, 1346.2071134150028, 1334.3760931938887, 1334.3079221993685]",1332.2
495,"[1334.6049522411195, 1346.3249358832836, 1334.4362816363573, 1334.3475156575441, 1334.3330672383308]",1334.95
496,"[1346.5055012106895, 1334.537500396371, 1334.4485747665167, 1334.4643003940582, 1333.9610004872084]",1334.95
497,"[1334.4854541569948, 1334.398284688592, 1334.4138506650925, 1333.892031237483, 1334.1332766851701]",1334.95
498,"[1334.408342704177, 1334.4202367067337, 1333.8958628624678, 1334.1273854752217, 1343.641211876311]",1332.6
499,"[1334.3978855609894, 1333.8720748573542, 1334.1049351886613, 1343.788651346913, 1348.3767792320577]",1333.4
500,"[1333.8944260030985, 1334.1299330254697, 1343.856320650375, 1348.7001485325163, 1352.435127608187]",1353.7
501,"[1334.1248379249737, 1343.8972406762332, 1348.7577566460823, 1352.795417025627, 1371.306457456667]",1354.95
502,"[1343.9539236692508, 1348.8131368215545, 1352.8635282759205, 1371.715216809389, 1351.0756695832242]",1353.15
503,"[1348.8888867167407, 1352.9265470962855, 1371.8578710801376, 1351.0821304880665, 1348.3473102296557]",1353.15
504,"[1353.0530621523212, 1372.070561497385, 1351.210217926564, 1348.3926980861725, 1346.3812568861613]",1353.15
505,"[1372.3912108593504, 1351.4124442481261, 1348.5821641206712, 1346.4620181966893, 1344.5798758548335]",1343.85
506,"[1351.4051757301786, 1348.5653657680814, 1346.4369821904256, 1344.4209375957143, 1341.1688411433715]",1344.9
507,"[1348.5173935496277, 1346.3877177910035, 1344.3644046783447, 1341.0625592587166, 1335.5313942800058]",1345.05
508,"[1346.3442682059394, 1344.3235394552175, 1341.0076415675576, 1335.3205646546485, 1334.0155825053444]",1341.35
509,"[1344.2678141509532, 1340.9352794333245, 1335.2252315952865, 1333.7587800848632, 1332.6068792779188]",1331.15
510,"[1340.8205983723747, 1335.0918298354009, 1333.6223134719694, 1332.3429793031028, 1324.7166205266694]",1331.15
511,"[1335.0392434101013, 1333.5808573023314, 1332.2984582804565, 1324.552910874263, 1330.8563738617522]",1331.15
512,"[1333.5103656831416, 1332.2357094478139, 1324.4578277950495, 1330.785021466727, 1326.5421194420924]",1333.6
513,"[1332.1400537723457, 1324.3250642375642, 1330.6820816069376, 1326.3566032150266, 1318.0342760097847]",1331.4
514,"[1324.1762664340058, 1330.5746521582478, 1326.2315360956563, 1317.6532310268958, 1310.3531718695158]",1324.65
515,"[1330.5701625693473, 1326.2081260963896, 1317.5977452488587, 1309.9665385758126, 1315.668425792901]",1315.45
516,"[1326.1776610288507, 1317.542899076332, 1309.887208800501, 1315.4827400663198, 1316.3410596192407]",1314.1
517,"[1317.4685449357348, 1309.8061302726273, 1315.4293236244266, 1316.307038433035, 1319.243273473352]",1314.1
518,"[1309.6517631146562, 1315.3271010883036, 1316.2086313570471, 1319.233734823014, 1322.4217407368342]",1314.1
519,"[1315.2018268138636, 1316.086854587731, 1319.1235634116092, 1322.4501507667665, 1326.3008217042952]",1322.3
520,"[1315.996873319542, 1319.0424848837356, 1322.3804747715694, 1326.4306242078892, 1337.892379990808]",1325.35
521,"[1319.0582236567934, 1322.3996793169426, 1326.4593639349623, 1338.1988135844294, 1348.8607510527363]",1336.25
522,"[1322.4493571905114, 1326.5073687538097, 1338.277471178677, 1349.3502165545651, 1360.8302479982376]",1352.45
523,"[1326.578428518551, 1338.3793004489853, 1349.4715559688339, 1361.3865005970001, 1366.8424710203544]",1352.1
524,"[1338.5435513772536, 1349.6456653887872, 1361.5865731239319, 1367.2958345894585, 1348.2031340403773]",1352.1
525,"[1349.802395465551, 1361.758610010147, 1367.4844673689222, 1348.2734279650322, 1343.0954581687547]",1352.1
526,"[1361.9943642616272, 1367.7288838592358, 1348.4567403327674, 1343.113515323712, 1337.7338535555464]",1346.6
527,"[1367.9639493228751, 1348.5984567542619, 1343.2447521463473, 1337.604551428085, 1333.0643055285327]",1339.85
528,"[1348.5773363319458, 1343.2146031465527, 1337.5726289577142, 1332.7847420758917, 1329.6112569697289]",1330.5
529,"[1343.1657520934095, 1337.5263574981363, 1332.7425012312597, 1329.3825384665688, 1328.490633013971]",1328.35
530,"[1337.447841118992, 1332.6704338360287, 1329.31435810939, 1328.3881207038867, 1329.2720476040486]",1327.95
531,"[1332.543227628339, 1329.1929874026391, 1328.2662664485033, 1329.170502391229, 1324.1245586178557]",1327.95
532,"[1329.0698436842358, 1328.1423168157125, 1329.0483257700907, 1323.9275917110645, 1320.7993063851536]",1327.95
533,"[1328.0385150426082, 1328.9469417401488, 1323.8161858159438, 1320.5554100303925, 1313.1353626549244]",1333.5
534,"[1328.9288892578697, 1323.7789434994193, 1320.519153008434, 1312.80545809865, 1321.6256680190563]",1325.75
535,"[1323.7527775615163, 1320.4926390628607, 1312.7880112230778, 1321.3578110039234, 1317.9520527720451]",1317.85
536,"[1320.4528681445008, 1312.7461387217045, 1321.3748203217983, 1317.7999227046967, 1319.1493815779686]",1307.75
537,"[1312.6665175259113, 1321.3735485970974, 1317.8161371946335, 1319.20263504982, 1320.8006366193295]",1322.3
538,"[1321.36337479949, 1317.809301674366, 1319.1945278048515, 1321.115865379572, 1323.8209827840328]",1322.3
539,"[1317.6953233480453, 1319.0838877558708, 1320.9586484134197, 1323.6892003118992, 1318.2351164221764]",1322.3
540,"[1319.0136249661446, 1320.8599307835102, 1323.592867165804, 1318.0503656566143, 1322.9122854935704]",1320.4
541,"[1320.8305221498013, 1323.5741092264652, 1318.0348775684834, 1322.9056650146958, 1325.0581088011677]",1331.4
542,"[1323.7187679111958, 1318.1611528992653, 1323.0383898530854, 1325.3118938246917, 1331.9831442463037]",1329.4
543,"[1318.1429781019688, 1323.0431187665672, 1325.2983376060438, 1331.9483856063307, 1320.5572333254968]",1321.0
544,"[1323.0459561146563, 1325.2986528669426, 1331.9615589721652, 1320.367409885279, 1320.2355175116827]",1320.6
545,"[1325.3046428240195, 1332.0001267781627, 1320.4310547009372, 1320.2836082327412, 1320.7011880581704]",1320.6
546,"[1332.1051962743368, 1320.5045398621587, 1320.360267698983, 1320.7775300939102, 1321.6064204923532]",1320.6
547,"[1320.4431170600146, 1320.2999559035961, 1320.7180118747783, 1321.570392130372, 1319.5299288129172]",1319.15
548,"[1320.2164716815605, 1320.636590951006, 1321.4854794710773, 1319.4235908583505, 1310.8790514469147]",1322.75
549,"[1320.6316707782244, 1321.4821464508059, 1319.4218476131937, 1310.6700814962387, 1317.5959379076958]",1323.55
550,"[1321.4873840540895, 1319.4196289375395, 1310.7026789188385, 1317.4265851974487, 1313.0054107799224]",1318.75
551,"[1319.4139237715717, 1310.678112745285, 1317.4593834877014, 1312.6949008006632, 1311.1331208058982]",1310.1
552,"[1310.6226813793182, 1317.452603071928, 1312.7834150782874, 1310.960036737175, 1311.1197884414432]",1310.1
553,"[1317.4601719081402, 1312.798246347622, 1311.0496554710262, 1311.2548476600641, 1313.6929347812547]",1310.1
554,"[1312.7545414369233, 1311.018572917208, 1311.2111427493655, 1313.7588865959551, 1318.2808459483786]",1312.4
555,"[1310.936054259102, 1311.1262573993445, 1313.643076471577, 1318.4484077359666, 1321.8741796910763]",1311.0
556,"[1311.0491032429127, 1313.5684467865212, 1318.2840015375987, 1322.1022874116898, 1328.1043465197872]",1321.35
557,"[1313.5846980710048, 1318.3008839399263, 1321.9551414251328, 1328.8826866355084, 1349.3300694064237]",1329.15
558,"[1318.3414332614047, 1321.9923995435238, 1328.4698143610585, 1350.3668475630984, 1353.8729898642778]",1346.6
559,"[1322.0562256872654, 1328.5478830480424, 1349.5902878073393, 1354.8341295489663, 1364.7106572682387]",1346.6
560,"[1328.6062390004372, 1349.735991209789, 1354.1667506581143, 1365.079548834503, 1344.0814639309683]",1346.6
561,"[1349.9324151480105, 1354.396974192874, 1364.7748681587982, 1344.2097251848609, 1338.2467808330548]",1352.4
562,"[1354.5657202799484, 1364.997037840134, 1344.4143973985192, 1337.90421573192, 1338.3053230602236]",1341.45
563,"[1365.2238628110354, 1344.5614403379004, 1338.3681394162122, 1337.3886338385055, 1327.5930695108618]",1332.45
564,"[1344.5567850483349, 1338.3341076442157, 1338.0169029023527, 1327.33237896012, 1324.8105968978416]",1323.85
565,"[1338.2954205826536, 1337.9648292796628, 1327.8645617108923, 1324.6764629842874, 1323.824583658301]",1323.85
566,"[1337.958702971111, 1327.8094249339265, 1324.977458196554, 1324.176685181381, 1325.975482225229]",1323.85
567,"[1327.657073313363, 1324.809468367319, 1323.9972488282729, 1325.898903368332, 1318.6663043745502]",1323.85
568,"[1324.687425852222, 1323.8716595029618, 1325.6973800607084, 1318.2490905862069, 1321.8888110156695]",1323.85
569,"[1323.79362967825, 1325.6277336055937, 1318.3957310783153, 1321.682795001252, 1323.1318374498005]",1333.45
570,"[1325.6356333192525, 1318.3707846041943, 1321.7701572278747, 1323.0879648200134, 1341.2946084845462]",1337.3
571,"[1318.3515950087167, 1321.7644389730413, 1323.1217372760366, 1341.2949264037888, 1334.7310182706278]",1327.7
572,"[1321.755861590791, 1323.1181075260902, 1341.001327983191, 1334.4869484112714, 1330.307072723881]",1331.2
573,"[1323.115266852219, 1341.0766748437018, 1334.6509901390818, 1331.0015000964195, 1333.2075345273624]",1331.2
574,"[1341.1869928209053, 1334.7348443167575, 1330.894530223377, 1333.1351584880758, 1337.4677571834764]",1331.2
575,"[1334.7632208255527, 1330.9128633610817, 1333.0994487241987, 1337.9482448099297, 1340.9182131181005]",1331.95
576,"[1330.8396902288514, 1333.0366378002363, 1337.5579881047015, 1341.5153951515094, 1338.0256987668981]",1338.95
577,"[1333.0670867506851, 1337.6144222851144, 1341.0237482238444, 1338.427414209611, 1351.5337000191794]",1350.75
578,"[1337.6456683285069, 1341.0811389157898, 1338.1082647867443, 1351.9507747260213, 1355.1574927568436]",1341.35
579,"[1341.117964609788, 1338.1416087562975, 1351.3499828406202, 1354.8676532506943, 1343.2310801446438]",1343.7
580,"[1338.1720946713176, 1351.453253921878, 1354.7552599310875, 1344.0442409813404, 1345.101269558072]",1343.7
581,"[1351.5586000016774, 1354.883111357689, 1343.9345850348473, 1345.0046563893557, 1346.460858374834]",1343.7
582,"[1355.00194555521, 1344.0167062282562, 1345.061014071107, 1346.7621304392815, 1347.5416376888752]",1349.35
583,"[1343.9513313174248, 1345.0001477748156, 1346.5445897877216, 1347.670133203268, 1344.3114323663394]",1342.1
584,"[1345.0133515745401, 1346.570675343275, 1347.4992889165878, 1343.7651686099343, 1342.4230744840315]",1351.45
585,"[1346.5875826478004, 1347.5282728672028, 1344.0571205292144, 1342.9281593471387, 1342.1308099716261]",1348.6
586,"[1347.540832579136, 1344.0434478497991, 1342.8466058358026, 1340.8215064789401, 1334.20369988108]",1336.75
587,"[1344.072723469253, 1342.87202093401, 1341.4688279301045, 1333.718611556178, 1331.1809600285487]",1336.75
588,"[1342.8178127815045, 1341.3898862897186, 1334.3739882767695, 1331.3839528181124, 1328.0568848866242]",1336.75
589,"[1341.4208185243187, 1334.345311517609, 1331.6478434445453, 1327.421807444989, 1324.8291384271724]",1324.3
590,"[1334.2781305705867, 1331.5579466377385, 1327.8642028419272, 1324.0973977524118, 1319.7278322559068]",1328.85
591,"[1331.4306733807898, 1327.6998753456137, 1324.608746255646, 1320.0371453568441, 1311.0434898734093]",1321.65
592,"[1327.6591156823124, 1324.5241659266612, 1320.1493597770386, 1309.4859734773636, 1321.8299362957478]",1320.7
593,"[1324.4842117903027, 1320.0824812687279, 1310.4701377153397, 1322.333332479, 1319.7127721011639]",1321.5
594,"[1319.958691722095, 1310.2625007331371, 1322.136053442955, 1319.4834631085396, 1308.4470803373406]",1321.5
595,"[1310.222981184721, 1322.144339799881, 1319.559952557087, 1307.5298791332025, 1311.915811730607]",1321.5
596,"[1322.0954184234142, 1319.4973268210888, 1308.1971073666791, 1311.1516358050867, 1303.2464994339025]",1313.2
597,"[1319.477407693863, 1308.0998428521125, 1311.7030654064001, 1301.8070955872754, 1309.3608196377754]",1307.1
598,"[1308.0596063916892, 1311.6522153914557, 1302.9529782685931, 1309.6481636166573, 1309.8212158977985]",1304.2
599,"[1311.6148303337395, 1302.843951619965, 1309.7943561673164, 1310.2840539515018, 1310.1376250982285]",1315.05
600,"[1302.766750669347, 1309.7398490309715, 1310.0553130209446, 1310.6360660791397, 1310.2438037395477]",1309.4
601,"[1309.6591910719872, 1309.9834770262241, 1310.1721252799034, 1309.1145923137665, 1302.2395083469019]",1309.4
602,"[1309.9384219944477, 1310.1462895274162, 1309.4621146917343, 1302.243897799999, 1309.6542352252436]",1309.4
603,"[1310.1456593871117, 1309.4408474564552, 1302.5762421059335, 1309.5376011858025, 1311.975942381323]",1309.4
604,"[1309.5100053548813, 1302.6000705656043, 1309.6246064168372, 1312.2794417097612, 1316.1265622002247]",1306.6
605,"[1302.5381479236967, 1309.5893340258772, 1312.0758024392853, 1316.609872339468, 1314.3003969629353]",1313.85
606,"[1309.5789874578622, 1312.0823866189312, 1316.1684187708306, 1315.1267514342908, 1327.4893435566337]",1318.8
607,"[1312.096182042951, 1316.2148215607158, 1314.574339557803, 1327.9971157186956, 1327.8578883186856]",1324.35
608,"[1316.2414718116634, 1314.6130505341716, 1327.1518207283661, 1328.3713466850168, 1321.6235563870214]",1324.35
609,"[1314.6236648341437, 1327.2434452548332, 1327.7673335057625, 1321.0289998160079, 1307.7535430391436]",1324.35
610,"[1327.3493224854174, 1327.8964055568213, 1321.3430128324035, 1306.2838863424986, 1300.7509264736655]",1319.85
611,"[1327.9806718410691, 1321.3940063991686, 1307.6896037371625, 1298.118679604704, 1293.8093285260038]",1295.0
612,"[1321.4240026149128, 1307.6675012624037, 1300.3919191336536, 1291.75332474897, 1288.2119557307306]",1291.25
613,"[1307.5762496166135, 1300.3969711278842, 1294.186491470282, 1290.041882765945, 1289.2848730054538]",1289.5
614,"[1300.2157308348615, 1294.1193946719068, 1290.4443056813761, 1288.9713336135173, 1288.5479133470653]",1288.3
615,"[1293.8923706811693, 1290.2217021855904, 1289.1396281713241, 1288.6266928820987, 1285.1307450875465]",1288.3
616,"[1289.9842584567523, 1288.9238132927858, 1288.4737121818034, 1284.6678555797553, 1266.053722500801]",1288.3
617,"[1288.8488227534253, 1288.4001425158203, 1284.9000870255404, 1263.67617726326, 1288.3457446843386]",1288.35
618,"[1288.3973007690656, 1284.8939508288022, 1265.7735300064087, 1288.340357169509, 1294.6344143748283]",1293.05
619,"[1284.8613817845762, 1265.757320523262, 1288.3238867670298, 1295.2702018618584, 1303.7140098187956]",1289.0
620,"[1265.5882787704468, 1288.3238867670298, 1294.6766874790192, 1304.3731277569314, 1301.9840564465558]",1304.85
621,"[1288.325272127986, 1294.6897537112236, 1303.4026397918933, 1303.8259180561872, 1316.7827010365872]",1303.5
622,"[1294.73264169693, 1303.4453375629091, 1302.532191008766, 1316.2035874984285, 1301.3613726106341]",1303.5
623,"[1303.5506176264607, 1302.5622490064125, 1315.3143067845813, 1301.696894475208, 1300.7717594313726]",1303.5
624,"[1302.632076047099, 1315.425058554436, 1301.8040685895758, 1300.3331077586336, 1300.851867804231]",1303.5
625,"[1315.5977193192375, 1301.8869768667282, 1300.72882756553, 1300.7268054124288, 1299.9356768991129]",1295.5
626,"[1301.8911767231693, 1300.7436048381933, 1300.981285602713, 1299.5892665178399, 1296.6068525612354]",1300.7
627,"[1300.7086060345173, 1300.9624640238471, 1299.9187219231098, 1297.541830033064, 1297.7394852340221]",1305.35
628,"[1300.9453534976055, 1299.909855559512, 1297.3468164503574, 1296.7017954289913, 1297.5466865836715]",1294.6
629,"[1299.8863674734894, 1297.296936482191, 1297.066027969122, 1296.412913266082, 1293.148918999941]",1294.6
630,"[1297.2520289719105, 1297.0452058017254, 1297.1196931739178, 1294.130039061347, 1295.6064652536734]",1294.6
631,"[1297.04598274827, 1297.1626414906423, 1294.1700307910505, 1295.49753836343, 1296.1714067894281]",1295.45
632,"[1297.1526824606772, 1294.1396868716256, 1295.4816661594232, 1296.4208493680853, 1297.4347253014857]",1292.05
633,"[1294.0612595106504, 1295.4128866087267, 1296.182766307982, 1297.4369038392906, 1288.0299916828953]",1300.1
634,"[1295.400126601584, 1296.1679833728776, 1297.2515725160338, 1288.021343621469, 1303.5799861969717]",1297.25
635,"[1296.1883682623375, 1297.2716461858072, 1288.3524408303638, 1303.0214238810295, 1298.1978570222418]",1298.25
636,"[1297.290474976835, 1288.3244890603964, 1302.8072360007209, 1298.7954753047816, 1298.8001248246146]",1298.25
637,"[1288.2770791522198, 1302.845052095363, 1298.620498375065, 1298.6149189512653, 1298.1629081314968]",1298.25
638,"[1302.913555020903, 1298.6510302219685, 1298.6504102859908, 1298.265662519807, 1299.0150876248954]",1299.6
639,"[1298.6541299018572, 1298.6539749178628, 1298.2537287522355, 1299.0597230152925, 1295.8888392907174]",1298.65
640,"[1298.6527350459073, 1298.2490792324024, 1298.9947847216245, 1295.4669801773198, 1292.6300822136836]",1296.15
641,"[1298.25248888028, 1299.000364145424, 1295.8137009616694, 1292.1598866906716, 1288.7637116798942]",1302.75
642,"[1299.0045487132738, 1295.8023914812147, 1292.692516742769, 1288.2062937254304, 1288.8361382335424]",1285.25
643,"[1295.7898426056418, 1292.679967867196, 1288.8859470234383, 1286.9455172270536, 1280.8595470190048]",1285.25
644,"[1292.6375185843935, 1288.8572860113272, 1288.2928991764784, 1282.349183678627, 1279.5891938209534]",1285.25
645,"[1288.787415111532, 1288.261217996478, 1282.5128697752953, 1278.5525669753551, 1274.7707814127207]",1281.55
646,"[1288.2136962264776, 1282.4324244260788, 1279.1860352754593, 1273.8701972812414, 1271.5720693320036]",1276.15
647,"[1282.2991771101952, 1279.07608294487, 1274.7064872533083, 1270.7359346598387, 1252.7535956948996]",1274.2
648,"[1279.0044896900654, 1274.6603631824255, 1271.6301514953375, 1250.718917235732, 1269.6483215242624]",1266.15
649,"[1274.601038619876, 1271.615553304553, 1252.91814725101, 1269.3063484579325, 1268.4612214714289]",1269.15
650,"[1271.5161613672972, 1252.8571681827307, 1269.702405974269, 1269.4828506857157, 1263.7753305070364]",1269.15
651,"[1252.6391450315714, 1269.6394351273775, 1269.1287737339735, 1262.7245600769675, 1258.0864625365866]",1269.15
652,"[1269.5905599445105, 1269.061512902379, 1263.271486238591, 1256.9728787121057, 1257.1263321505103]",1268.7
653,"[1269.027346238494, 1263.2296265267796, 1257.9676498361878, 1255.6310632907262, 1249.9035519473837]",1260.3
654,"[1263.2012108100025, 1257.9744956383875, 1256.8556526393222, 1247.8471574738505, 1251.655239352811]",1254.6
655,"[1257.9034514244486, 1256.886335726449, 1249.7664791550778, 1251.617415734625, 1250.6131986717883]",1251.55
656,"[1256.7869954344642, 1249.7881142646802, 1252.4226049185672, 1250.6206121009527, 1249.8136830305739]",1250.45
657,"[1249.6298602461902, 1252.3649617244519, 1250.9976379270302, 1249.882068132254, 1249.717489013492]",1250.45
658,"[1252.2393873120745, 1250.90444053182, 1249.9767784721917, 1249.6482207180088, 1243.3045839937258]",1250.45
659,"[1250.8215311607564, 1249.9049135976384, 1249.6647059673705, 1242.442209416171, 1247.2468595743558]",1247.8
660,"[1249.8693593965436, 1249.6358189707826, 1243.1472832650325, 1246.851572568994, 1251.0872416196507]",1251.75
661,"[1249.6232659827365, 1243.1507387729216, 1247.171331788617, 1251.7698151137738, 1255.672552138567]",1255.65
662,"[1243.0922956177528, 1247.1785106672614, 1251.3977193117316, 1255.5928685367107, 1259.4436447881162]",1255.5
663,"[1247.1527863521187, 1251.370714764751, 1255.2348892092705, 1259.5306118587177, 1256.9669543403143]",1255.35
664,"[1251.3823520833394, 1255.247572928667, 1259.1382870875532, 1257.1911826910218, 1256.9263896653865]",1255.35
665,"[1255.2989046871662, 1259.184689483227, 1257.0519755040004, 1257.1194835054484, 1256.0662988088006]",1255.35
666,"[1259.2483056708443, 1257.081313792878, 1256.9915027044772, 1256.1772155029757, 1253.112486953869]",1262.05
667,"[1257.0953841967275, 1256.9918020747718, 1256.1059653728444, 1252.8427543183716, 1255.69640032803]",1254.0
668,"[1256.9997353875806, 1256.1007263926876, 1253.078508425424, 1254.1809367204987, 1244.8366810933803]",1251.4
669,"[1256.1065641134337, 1253.0846455164647, 1254.9252034202364, 1244.8581951702072, 1242.9938424426655]",1245.9
670,"[1253.0654858176058, 1254.99817074374, 1245.7547153367195, 1242.052037401154, 1241.3595248442725]",1241.7
671,"[1254.9829754866805, 1245.7545648886298, 1243.027994159027, 1241.543372409884, 1239.48306104551]",1241.7
672,"[1245.6316487993463, 1243.0078341150074, 1241.938749989611, 1239.5567806094623, 1227.840343594551]",1241.7
673,"[1242.8924404302088, 1241.8675880431838, 1239.7481505795586, 1226.0306364297867, 1226.549644807943]",1241.1
674,"[1241.7934171349625, 1239.6857146223338, 1227.5307530164719, 1224.5272317769632, 1221.2135948231298]",1232.8
675,"[1239.6320046543115, 1227.5770944356918, 1226.2406961181769, 1218.3766597361246, 1220.7020443530782]",1224.5
676,"[1227.4388176202774, 1226.3636192086487, 1220.777234669964, 1220.175677520063, 1226.066589791415]",1217.55
677,"[1226.2045949192761, 1221.019029880772, 1221.6208179561509, 1227.2618688062066, 1226.562686090867]",1228.75
678,"[1220.7805021728127, 1221.6467218357284, 1227.0482728163188, 1228.6398811886465, 1228.5363025990955]",1228.75
679,"[1221.4451156415307, 1226.8749388564029, 1227.4463784398831, 1226.7234633293556, 1220.1127399187826]",1228.75
680,"[1226.824907363276, 1227.18852382146, 1226.7635579545167, 1219.1968776083377, 1224.7848293185234]",1224.95
681,"[1227.2465485117136, 1226.877036100268, 1220.1606492758438, 1224.089935719967, 1227.403716892004]",1228.35
682,"[1226.9450933975895, 1220.3074635326047, 1224.6623733639717, 1228.4066545963287, 1227.111345976591]",1231.5
683,"[1220.2304558543838, 1224.7404463589191, 1228.0948020517826, 1226.3275399804115, 1228.1082620322704]",1228.25
684,"[1224.6817085146904, 1227.99783334136, 1226.5141534805298, 1227.2613368332386, 1223.9266330897808]",1223.95
685,"[1228.0023741722107, 1226.5641026198864, 1227.6609434187412, 1223.8081604540348, 1222.8127407431602]",1223.95
686,"[1226.5632237493992, 1227.7617993056774, 1224.3481138050556, 1223.2044197916985, 1222.1041804254055]",1223.95
687,"[1227.7499080002308, 1224.384668558836, 1223.3692831993103, 1221.7848768532276, 1219.9291725754738]",1223.8
688,"[1224.3119994699955, 1223.3102670907974, 1222.0143350064754, 1219.3573622703552, 1214.8840125203133]",1220.95
689,"[1223.2578572630882, 1222.008169144392, 1219.8297847509384, 1213.565511137247, 1212.0119785034767]",1219.0
690,"[1221.979541927576, 1219.879111647606, 1214.6957179307938, 1211.1115913178219, 1215.827133928935]",1215.45
691,"[1219.8325740695, 1214.8296911418438, 1212.2429480246064, 1215.5825951308216, 1214.5187929965468]",1216.3
692,"[1214.71416670084, 1212.3354525580216, 1215.9904029713507, 1214.8826830696344, 1213.6094568955014]",1216.3
