,outputs,gt
955,"[1266.6436918195905, 1264.8232618241964, 1273.1205876187232, 1276.9398209693318, 1278.5265744915523]",1271.65
956,"[1264.5506040535329, 1273.5685020019082, 1276.7352797111962, 1282.517942417966, 1283.5888565739442]",1280.8
957,"[1273.5157256722086, 1276.548683336674, 1281.4912821698817, 1286.4702269961708, 1291.0768539531855]",1284.2
958,"[1276.5716467046877, 1279.2804116785992, 1283.5374551276618, 1290.7920996660541, 1287.196047454403]",1284.2
959,"[1278.8158216833544, 1280.9999269245018, 1287.0954851643182, 1286.2410809932917, 1281.7419611911755]",1284.2
960,"[1281.457521456643, 1285.9086781541992, 1285.3551574744633, 1281.2869819795014, 1278.9450331301778]",1279.5
961,"[1287.341152535897, 1285.6339317491802, 1282.2958356150775, 1278.0903396783688, 1277.3493144851964]",1282.3
962,"[1286.2449082073872, 1282.9735586871102, 1279.4150150211062, 1278.2078351511009, 1278.568129086052]",1283.8
963,"[1282.8149589349923, 1280.3487021718465, 1279.3345669808186, 1277.2540168542182, 1277.8752502462012]",1270.95
964,"[1280.102076495532, 1279.3731452989014, 1277.5690731185605, 1275.6971061601653, 1274.8501436808292]",1278.55
965,"[1278.7722726859065, 1278.190612687671, 1276.5591478630377, 1278.987515206638, 1280.7498673351802]",1278.55
966,"[1278.3271676865988, 1277.9268410922086, 1280.0248433150846, 1280.3505836486147, 1281.6076615334168]",1278.55
967,"[1278.0359932382125, 1278.5095727103908, 1278.7412056310131, 1281.3973833481577, 1282.8306878198055]",1278.55
968,"[1277.226996722704, 1278.083741960072, 1280.3176798568893, 1283.6309386427456, 1279.435580227815]",1281.2
969,"[1278.7433482034976, 1280.182238667694, 1282.972556726454, 1279.9382450395497, 1290.153802292043]",1285.2
970,"[1280.555352361771, 1282.2889230630244, 1279.822104776802, 1291.6134518469335, 1291.8563692901807]",1286.1
971,"[1282.3900830924686, 1279.594549117639, 1289.3878566482454, 1292.2236083223252, 1290.0101229879074]",1287.1
972,"[1279.5648281842587, 1287.9056029148342, 1290.360755009082, 1290.519129001652, 1293.331708611062]",1287.1
973,"[1288.456350669876, 1289.5809274439525, 1289.787356199362, 1294.7512825110607, 1295.469048043291]",1287.1
974,"[1290.2532031523588, 1289.3764718268212, 1293.5382311434223, 1297.634772816149, 1296.311709074289]",1295.6
975,"[1289.6053712179419, 1292.4691011244868, 1295.9581965077523, 1298.662782449741, 1303.2658254132548]",1298.4
976,"[1292.6906602156669, 1294.3538877422543, 1296.7431662518502, 1302.8310555525968, 1290.651051184861]",1299.1
977,"[1294.5650133028248, 1294.8961244654056, 1299.884041800833, 1287.1370503215148, 1283.3833680007083]",1291.7
978,"[1295.1446879887517, 1299.002764065517, 1288.617998225338, 1279.2906014588953, 1277.4279652555633]",1280.8
979,"[1300.3311674657016, 1291.2060970861057, 1283.3698947644007, 1276.4323395518659, 1274.347085219888]",1280.8
980,"[1291.5289709706558, 1287.2443019591592, 1281.1645427915428, 1276.7163615678219, 1276.4490649486615]",1280.8
981,"[1286.70583710121, 1283.6561623197413, 1279.884585342319, 1276.0595800140218, 1277.6680831049307]",1276.85
982,"[1281.9617867054694, 1279.7162473208664, 1276.331987171092, 1275.9487742602505, 1269.8497384880466]",1271.15
983,"[1277.6780718835726, 1276.353513376227, 1275.8527580934606, 1268.650213773144, 1268.2281088804593]",1273.8
984,"[1276.1091367452682, 1276.6349801232282, 1270.8441583351378, 1269.5979831239674, 1283.8569204542146]",1283.65
985,"[1276.8733170275664, 1272.2574109453271, 1271.1974929963471, 1286.0352525799535, 1289.0186836071662]",1282.5
986,"[1271.4995084232796, 1270.9531997741433, 1282.7826410095731, 1286.6807980994636, 1280.7489377274687]",1282.5
987,"[1269.7851728054811, 1280.1306853992864, 1283.3419891000813, 1279.5256718059754, 1280.060487216986]",1282.5
988,"[1280.9108968777, 1283.3513235035352, 1280.528278550737, 1280.2162646385623, 1280.359264639017]",1282.5
989,"[1285.432895473772, 1281.813365767237, 1281.4764091048492, 1280.2858135954448, 1284.5075653477688]",1278.3
990,"[1281.8073978699467, 1281.9298162759005, 1280.8431233885494, 1284.9631148409244, 1286.208706498146]",1281.65
991,"[1281.5238462371562, 1281.2164995267085, 1284.476501677258, 1289.5547676086426, 1293.422934114933]",1280.95
992,"[1281.0386867920606, 1284.0152903328271, 1288.4124040603638, 1295.8906656503677, 1299.977611899376]",1295.55
993,"[1284.1066450682702, 1286.0197395086288, 1292.1729388833046, 1304.3076467514038, 1326.4382145661802]",1295.55
994,"[1285.6072533130646, 1289.070730805397, 1299.7244328260422, 1329.4958493807644, 1318.0265527732554]",1295.55
995,"[1290.115858912468, 1295.447296500206, 1319.1655595798802, 1322.0540808414808, 1324.6837579799758]",1317.1
996,"[1296.3193577528, 1312.9146902251232, 1316.72584561049, 1333.0257666108955, 1361.0343543253548]",1324.25
997,"[1317.2211398245709, 1312.3755345963873, 1326.839299403713, 1366.5999073747516, 1343.4140826761723]",1335.05
998,"[1314.002113537048, 1318.4376763148466, 1350.6678896165395, 1343.460178643465, 1348.3305104225292]",1335.5
999,"[1319.4112761669094, 1340.4634597977565, 1338.3859913945198, 1349.3785155947262, 1333.0365568101406]",1340.65
1000,"[1348.0357647168275, 1337.321048259735, 1346.9934881823428, 1333.699641495943, 1337.6122849775493]",1340.65
1001,"[1340.8219738304615, 1345.9644219039183, 1336.164358317852, 1336.7547019278936, 1330.0677596281093]",1340.65
1002,"[1348.439050973393, 1338.0402591228485, 1337.9499802783175, 1327.8120892660445, 1329.8722223822551]",1328.6
1003,"[1337.53223913908, 1339.379871360179, 1331.0893158810723, 1327.5698851826019, 1332.3724940968168]",1324.3
1004,"[1339.7800554742935, 1334.7035985251205, 1331.088596700356, 1337.9803456863374, 1341.693635542324]",1332.35
1005,"[1334.0775916661005, 1334.3356177253008, 1339.9827046183418, 1349.5154450123664, 1352.664018188152]",1335.9
1006,"[1333.5187882495666, 1337.0543605596686, 1345.1035110450175, 1354.6460802421643, 1351.3109995339619]",1351.25
1007,"[1333.6994624272847, 1336.5382285322994, 1344.7838751711242, 1350.7072073681775, 1360.7211120426655]",1351.25
1008,"[1335.527380081112, 1338.318600349885, 1344.7258612600126, 1357.2821819782257, 1342.5747919082642]",1351.25
1009,"[1342.5403509722673, 1342.161103007893, 1351.8231281638145, 1339.1600240767002, 1348.3767883479595]",1341.3
1010,"[1345.4635808569583, 1351.7979994416237, 1343.1181199848652, 1349.5781345665455, 1359.8826825618744]",1341.35
1011,"[1357.1323761343956, 1348.8250783085823, 1353.1755688786507, 1371.1511425673962, 1380.87032020092]",1344.05
1012,"[1348.7213417887688, 1354.140930622816, 1368.3267386257648, 1393.1268544495106, 1389.5215271413326]",1379.5
1013,"[1352.56990224123, 1357.7092091739178, 1378.2332541048527, 1399.297244399786, 1432.7012944221497]",1397.15
1014,"[1353.8245664536953, 1357.1227112412453, 1381.6836209595203, 1432.4016679525375, 1419.2116694729193]",1397.15
1015,"[1359.5242761075497, 1363.127509355545, 1406.8452732563019, 1413.537366396442, 1391.0609204390566]",1397.15
1016,"[1368.6049264669418, 1393.551198720932, 1406.4405319108773, 1391.505117988294, 1394.3220333052232]",1405.7
1017,"[1412.6177695989609, 1411.7735673539137, 1403.7838408318057, 1403.7823418524495, 1417.5484993991267]",1431.4
1018,"[1423.0310688726604, 1411.8620071359328, 1411.1658145015826, 1421.5023723596823, 1439.80999918023]",1403.95
1019,"[1408.8783720039355, 1410.2750876574428, 1416.4746948671818, 1431.152601953101, 1395.6438101272724]",1402.5
1020,"[1405.1210969708482, 1412.363471336168, 1421.9025852729246, 1398.9933983401497, 1397.5326673214877]",1409.0
1021,"[1415.7045316916483, 1426.212343270512, 1413.0908476210097, 1407.2746281085274, 1407.2122605847471]",1409.0
1022,"[1439.451151293746, 1419.4190609915022, 1414.0746505166462, 1407.4608774989683, 1408.5404926096599]",1409.0
1023,"[1408.2841970673398, 1407.020550836547, 1400.3212890927025, 1400.311392194264, 1378.754466354847]",1390.1
1024,"[1400.1616589463374, 1399.3350119724564, 1398.966437823714, 1372.159285724163, 1394.5839076638222]",1391.05
1025,"[1402.797390700296, 1403.2297827803486, 1383.6379066109657, 1404.341382086277, 1403.2828610539436]",1413.5
1026,"[1406.4089054494325, 1395.763700067997, 1409.1961841583252, 1410.1888625621796, 1415.0011872649193]",1414.9
1027,"[1392.1947608590126, 1403.2171863913536, 1404.3370149731636, 1403.7457370758057, 1397.2009721145805]",1388.65
1028,"[1393.6140726208687, 1392.5490009188652, 1390.0633478164673, 1382.0010074124366, 1375.442304532371]",1388.65
1029,"[1392.3413950800896, 1394.3085955381393, 1388.5224343934024, 1385.6646716854957, 1393.7618909168668]",1388.65
1030,"[1409.7877251505852, 1406.7967330905303, 1405.737996354561, 1407.4456879402424, 1411.883543963835]",1400.1
1031,"[1410.07802422667, 1406.259690272731, 1405.3003840458987, 1413.7274359500734, 1413.8496368048145]",1391.55
1032,"[1387.1403587498571, 1391.1527466491098, 1398.1395320265292, 1405.6030609732043, 1389.0945987474697]",1408.3
1033,"[1386.3959371178353, 1388.6891639239911, 1396.1132242716194, 1389.0710651532718, 1418.9048473220319]",1413.75
1034,"[1395.203338128209, 1395.4188130653129, 1393.379715750576, 1418.7398188753577, 1413.230668231845]",1407.6
1035,"[1405.533906590259, 1396.861185547561, 1413.0855380167777, 1409.4457735866308, 1402.6329463720322]",1407.6
1036,"[1393.4648372615047, 1409.466160313983, 1407.5942795723677, 1402.504356354475, 1404.3646140396595]",1407.6
1037,"[1416.40088060571, 1413.6484593898058, 1410.5499118566513, 1409.9482521414757, 1413.0364349484444]",1412.4
1038,"[1417.8264552354813, 1414.072570502758, 1412.942056953907, 1414.8535484075546, 1422.3839011788368]",1409.85
1039,"[1409.8415713012218, 1410.7774302363396, 1411.7677250504494, 1421.2348490953445, 1423.1146626894042]",1410.35
1040,"[1407.613745033741, 1409.2619892954826, 1416.3049471378326, 1425.8631542148796, 1430.4706321978883]",1417.45
1041,"[1410.1016163825989, 1413.9990904927254, 1422.7590627076715, 1436.1007968707854, 1440.3451441030484]",1439.7
1042,"[1418.0799275636673, 1418.8208602584637, 1430.796262105403, 1443.923320621252, 1459.360522735893]",1439.7
1043,"[1419.3929856078612, 1421.881511995176, 1433.9560983753472, 1453.668731060723, 1424.030275691519]",1439.7
1044,"[1423.0818303047272, 1425.7262585888384, 1440.978561954049, 1416.3611853826005, 1414.7413828910358]",1427.75
1045,"[1431.4544501248747, 1440.1851367666677, 1424.9620311192266, 1413.3984125057323, 1414.2766207436362]",1425.55
1046,"[1454.7374437238905, 1439.4149668492173, 1427.6556950422091, 1420.9483946424589, 1422.3355586219113]",1426.95
1047,"[1439.4504933501448, 1437.1936166004016, 1429.8156033232372, 1425.0300806729356, 1425.4037096223037]",1416.1
1048,"[1431.7994237301027, 1431.306343357326, 1425.8626364990196, 1423.6979227009579, 1421.1967368977348]",1420.4
1049,"[1422.4703705372667, 1422.55352314451, 1420.1732475823665, 1422.3951985208114, 1412.8895749747753]",1420.4
1050,"[1419.946015276917, 1419.8488751825935, 1423.0001787902293, 1411.7463344335556, 1425.4582943771093]",1420.4
1051,"[1421.5066069336026, 1420.7113796773338, 1412.1553275883198, 1424.7756602435256, 1420.4315011347644]",1419.05
1052,"[1417.509875579257, 1412.0390802621841, 1420.6038181986369, 1418.0950994839368, 1418.0833214361628]",1425.9
1053,"[1412.3742061555386, 1419.8055121959187, 1418.6729485125397, 1419.5384994358756, 1436.1627688257722]",1427.55
1054,"[1421.769552491547, 1419.594581140438, 1420.481131030523, 1436.0437824555556, 1433.8483080037986]",1406.8
1055,"[1420.1492957952141, 1420.2318848104187, 1430.621063623199, 1432.6300092348538, 1436.795267045818]",1441.75
1056,"[1419.0313714268996, 1427.7041977476038, 1430.228808560205, 1449.0686188428663, 1471.2227820456028]",1441.75
1057,"[1432.4588931014587, 1431.0294924137997, 1447.919752382586, 1471.7789533436298, 1463.7148132622242]",1441.75
1058,"[1433.66451659851, 1434.0414591565786, 1451.8159098923206, 1457.3893100321293, 1462.7272482812405]",1465.25
1059,"[1426.6642763609707, 1439.6991613060236, 1446.7826971411705, 1464.26342228055, 1493.5796068906784]",1465.25
1060,"[1459.9831719696522, 1453.6499345898628, 1469.7471062839031, 1503.6506364643574, 1483.105261027813]",1506.05
1061,"[1462.6502505242825, 1465.2721272706985, 1491.899267911911, 1481.3833502531052, 1524.7256548618316]",1495.75
1062,"[1465.0122598409653, 1483.1754789352417, 1478.8476453721523, 1520.1606144413527, 1480.946904661978]",1497.7
1063,"[1494.3254538178444, 1483.0626412034035, 1512.9727449217753, 1480.7556997204665, 1483.175743860469]",1497.7
1064,"[1487.3780730962753, 1513.9819120356115, 1492.4795249651943, 1487.0585506868229, 1492.9196554009832]",1497.7
1065,"[1533.0690126476693, 1509.5175908378442, 1503.018687480755, 1503.2079175355466, 1507.3193623835105]",1504.7
1066,"[1504.1320747528516, 1504.9564104232268, 1503.50522775446, 1506.082006085955, 1506.914325821068]",1498.4
1067,"[1498.9055370488059, 1502.2971356873895, 1503.7489467292035, 1505.95234192122, 1508.3172115344205]",1513.25
1068,"[1499.2699934161938, 1501.6320477006957, 1503.6081003424188, 1510.4808232815703, 1522.0014277994633]",1515.65
1069,"[1503.3563033422688, 1503.813304441137, 1510.2336456172052, 1521.6047425866127, 1511.536492811938]",1515.25
1070,"[1507.2877829307981, 1508.8709397273778, 1517.20819324255, 1508.3373804762232, 1505.1344738696935]",1515.25
1071,"[1507.3150478110474, 1514.2311600148678, 1508.122733155833, 1502.4448779005616, 1501.8747435407204]",1515.25
1072,"[1520.9428789913654, 1515.1003971845785, 1510.232347728961, 1504.6637132692922, 1503.7548047295422]",1496.6
1073,"[1517.4714550848148, 1515.5372803669889, 1509.9160681545982, 1502.3825434514583, 1499.8912433022997]",1504.55
1074,"[1513.5376996474952, 1513.0604345828397, 1505.417056705628, 1505.90028419585, 1507.3774306327105]",1503.25
1075,"[1509.9375690225497, 1509.0774439647066, 1510.372103370646, 1509.8898393958807, 1509.620426952839]",1502.05
1076,"[1507.9003166142502, 1506.5635588702207, 1505.5949552804232, 1507.276367098093, 1506.3409649282694]",1503.8
1077,"[1497.3095130320507, 1498.1157118231058, 1500.0214684307575, 1502.5643136650324, 1499.6527238985]",1503.8
1078,"[1500.3678300529718, 1500.3681010007858, 1503.346810951829, 1501.2414623796067, 1518.7787461845437]",1503.8
1079,"[1503.370383411646, 1503.0523809939623, 1501.783477246383, 1520.3773492644832, 1524.023510349798]",1503.8
1080,"[1503.7149387151003, 1502.1759089235857, 1515.7307645015535, 1527.5086388418276, 1528.6489558182075]",1532.95
1081,"[1501.8354905856831, 1511.2640741500654, 1522.4769744976948, 1533.922630525194, 1562.5561450170644]",1537.15
1082,"[1513.2402223307872, 1515.3231481717376, 1527.2804320330033, 1559.9403778240958, 1528.1417284279814]",1540.2
1083,"[1516.9835185278498, 1518.0858309139148, 1543.8857731733297, 1519.0827658734124, 1519.4574144978833]",1528.4
1084,"[1519.8632625788741, 1537.7533213456336, 1522.7054713309408, 1517.0244495109655, 1516.7832828435203]",1528.4
1085,"[1555.6689692472864, 1538.4165970049798, 1531.8965470085386, 1527.1702495056525, 1533.2949831886654]",1528.4
1086,"[1542.603323069401, 1541.7806164478825, 1536.7254803447722, 1538.6606890808762, 1537.5433539040678]",1525.95
1087,"[1538.6828136209806, 1537.9683103196003, 1538.0248610113194, 1539.0355210196576, 1536.098189960816]",1537.85
1088,"[1528.1037031313026, 1531.3566531481483, 1532.7011091225431, 1534.6526588052802, 1531.3139452630785]",1546.1
1089,"[1529.566860476465, 1528.9024816518358, 1531.9936746576277, 1527.0886475453517, 1535.7878601987322]",1529.1
1090,"[1530.6392121484969, 1529.1837662612961, 1525.0188969711962, 1528.0393053641747, 1513.2581458688146]",1523.7
1091,"[1530.0373512152, 1527.9851117001454, 1528.0708222851972, 1513.7675772706061, 1508.7565711374991]",1523.7
1092,"[1533.767397161566, 1538.3084766426182, 1527.9048515987597, 1516.750810508449, 1513.0644366056877]",1523.7
1093,"[1544.0397642222524, 1535.3314177723441, 1525.0569015189903, 1513.7323741599903, 1516.8815780842706]",1509.2
1094,"[1524.653816686965, 1521.4790858997512, 1510.5080641227469, 1508.8294655367063, 1488.2171973318618]",1498.25
1095,"[1513.0190964736903, 1510.480049081838, 1507.4720262189803, 1487.121676972194, 1499.857991267345]",1490.65
1096,"[1510.167828823287, 1511.512642941656, 1497.5380522522028, 1507.399832020019, 1513.5524054381676]",1515.2
1097,"[1514.0841288019292, 1503.932719429824, 1509.2748933646362, 1520.634880682701, 1519.803608935763]",1503.1
1098,"[1494.6038440609263, 1499.9004948374932, 1509.402131616298, 1507.680827844888, 1496.2220384037792]",1503.1
1099,"[1491.7481647717068, 1494.1807676059398, 1492.955157180404, 1487.7360525398544, 1495.1379216937203]",1503.1
1100,"[1493.3437742245587, 1493.460295764089, 1491.6028920148528, 1496.970732799513, 1498.018363075811]",1497.2
1101,"[1511.3512109302974, 1504.2528469752433, 1507.4114522582822, 1504.9334454030177, 1505.4924825935595]",1502.1
1102,"[1501.596201095279, 1505.8398262179253, 1503.0005675432476, 1504.0187557962636, 1493.4577541486942]",1503.5
1103,"[1500.9976068305114, 1501.8154809496627, 1502.6895297267329, 1492.0070846928866, 1503.3208584487438]",1500.7
1104,"[1499.922340790028, 1500.2044784609898, 1492.4647193013516, 1500.9580539762974, 1504.5173161029816]",1501.9
1105,"[1499.3759474131657, 1493.4208423517703, 1498.7104951441288, 1504.0081203579903, 1506.2452837824821]",1501.9
1106,"[1494.5359011491382, 1501.125993579626, 1505.5122283101082, 1509.3689245581627, 1512.9239747524261]",1501.9
1107,"[1503.2461190521717, 1505.1673875451088, 1508.434413254261, 1514.6922694444656, 1513.5659807920456]",1522.1
1108,"[1504.1986430883408, 1505.2980470657349, 1510.7846715450287, 1514.648178577423, 1528.4590181999665]",1520.65
1109,"[1505.3277994394302, 1507.3645824193954, 1511.8351454138756, 1524.0574415369774, 1502.904724798529]",1528.75
1110,"[1508.903640449047, 1508.0954871177673, 1516.2841896513128, 1494.8079503145418, 1496.8630747497082]",1506.4
1111,"[1509.4237692952156, 1517.146977062992, 1501.4905155268934, 1490.681270956993, 1480.3359846770763]",1489.9
1112,"[1529.7904869753402, 1517.838658579989, 1503.9943552017212, 1486.3178698718548, 1483.2612293213606]",1489.9
1113,"[1518.2008296995918, 1516.7262722551823, 1500.5997483432293, 1492.173917517066, 1495.0699124485254]",1489.9
1114,"[1516.777117550373, 1509.4674229621887, 1500.7922861725092, 1501.1044653505087, 1507.2492741793394]",1485.3
1115,"[1495.7078477740288, 1492.8281634300947, 1491.8894390016794, 1501.028653010726, 1479.0283781383914]",1473.45
1116,"[1480.6446101516485, 1481.6017409414053, 1489.101695343852, 1473.0725314461015, 1482.2857981924244]",1492.6
1117,"[1480.9187009185553, 1484.1268750280142, 1475.104623382722, 1488.4117420608309, 1510.1837281450426]",1517.1
1118,"[1489.6099660545588, 1478.5092213878816, 1489.3761639449585, 1510.187820576044, 1527.6201602911751]",1499.15
1119,"[1477.8314982552547, 1482.4836556471055, 1497.5406073954218, 1515.3845000483489, 1488.040067746988]",1499.15
1120,"[1475.96164164949, 1488.8848489296142, 1502.8575769987874, 1484.2626034537388, 1489.0793361225878]",1499.15
1121,"[1500.3761282841006, 1512.1392843985159, 1500.6207039623987, 1501.1345960861727, 1501.2070274764847]",1501.25
1122,"[1530.7865242901316, 1513.0206686199526, 1512.1904656306215, 1507.9633118192432, 1504.1008468931686]",1505.85
1123,"[1503.426086550462, 1506.534487351928, 1502.143662109258, 1497.2396681524551, 1483.2602728691418]",1507.25
1124,"[1498.906494391682, 1498.9847130591224, 1494.8354162103642, 1477.5060379630158, 1487.5477461516857]",1494.8
1125,"[1498.8499780134734, 1495.9509138768917, 1482.3558949107246, 1482.6355237960815, 1480.0524699687958]",1479.15
1126,"[1499.4802486632543, 1492.0372986529546, 1488.5348981916904, 1481.9157329201698, 1481.5941987782717]",1479.15
1127,"[1492.851920958492, 1498.1121056973934, 1491.7428728044033, 1491.7456578165293, 1492.6256318092346]",1479.15
1128,"[1497.7173526883125, 1496.0783281326294, 1496.2931334227324, 1498.6047833263874, 1499.2628547400236]",1490.6
1129,"[1487.1842571496964, 1487.2479530721903, 1489.7597644925117, 1497.125941887498, 1485.7105484377535]",1487.8
1130,"[1475.8786351829767, 1476.9927298724651, 1485.5557437688112, 1476.0363933632907, 1483.8297695672736]",1485.1
1131,"[1476.7530391514301, 1478.758697077632, 1472.578181399207, 1480.9545132428684, 1484.7370718843376]",1492.65
1132,"[1482.9423243254423, 1476.7609303780773, 1483.161464824916, 1487.092930505496, 1490.8655756986336]",1490.0
1133,"[1484.624455691781, 1489.1580827829966, 1492.116766141844, 1492.985437070849, 1489.6406522348043]",1490.0
1134,"[1489.1047747737684, 1491.3294068455434, 1490.7707348784388, 1487.1758585362331, 1488.5296978991828]",1490.0
1135,"[1488.2758352302699, 1489.9402994040502, 1487.1694527772706, 1488.6247166571266, 1490.2588079746856]",1491.65
1136,"[1492.3474412719588, 1490.334253580244, 1491.4745676444436, 1492.7777837178146, 1497.6280108789215]",1485.35
1137,"[1490.5881707480075, 1491.4185172535217, 1492.2348066768682, 1497.2790749532141, 1497.7095467903564]",1494.45
1138,"[1490.4978673404112, 1491.39405081304, 1495.1340353895212, 1501.3007700175076, 1507.6715253742004]",1496.55
1139,"[1490.774649508916, 1493.4562603545928, 1500.2902272565698, 1509.4632032257505, 1505.7326125577965]",1513.45
1140,"[1495.0301197441295, 1495.9126904470031, 1503.9700546849635, 1504.5924411059823, 1515.403870459937]",1513.45
1141,"[1493.3067597481568, 1497.7233218434849, 1499.845324510563, 1509.0917008226534, 1492.4452286165615]",1513.45
1142,"[1502.4591448849242, 1500.6488501276763, 1506.8619234929065, 1487.8604643554136, 1491.5171620590554]",1492.4
1143,"[1504.1715892119391, 1510.3787977941247, 1495.6772240114224, 1489.7642276358965, 1490.52820466501]",1486.75
1144,"[1520.2901120184397, 1510.8311941574502, 1502.4049848841678, 1503.3049965525424, 1505.1802539006603]",1492.1
1145,"[1510.3723929802072, 1511.1862553909596, 1511.9969604990765, 1516.1130908404884, 1516.7900165255123]",1510.95
1146,"[1507.5167480594828, 1508.142705859107, 1512.0536115292198, 1519.5020492806507, 1519.524601442332]",1508.8
1147,"[1492.6387261637865, 1493.732596213973, 1503.288758996132, 1507.1227166905883, 1497.484774887591]",1508.8
1148,"[1488.025636387567, 1491.2307496057037, 1496.3000245084113, 1489.7036224138283, 1488.7086435651]",1508.8
1149,"[1497.0851103608584, 1498.859424233291, 1495.2219364957418, 1488.825901210017, 1488.1355040472408]",1509.45
1150,"[1512.8675641486188, 1507.62224765445, 1500.8803833698912, 1490.7357058322232, 1485.467217178113]",1488.95
1151,"[1508.6944976701052, 1507.5460572031443, 1495.9948282842815, 1480.0636390713335, 1473.0912725438102]",1486.05
1152,"[1503.9119708070648, 1501.6705666083726, 1485.5778104100318, 1475.7497128450632, 1475.1482618699083]",1484.25
1153,"[1498.9682371971721, 1494.5945810775447, 1486.086572297194, 1479.487705913838, 1475.6137678303348]",1464.15
1154,"[1494.4317532572604, 1489.8160181942949, 1482.4819151065312, 1473.9460796814237, 1466.8866557001893]",1464.15
1155,"[1477.7425533984933, 1476.6889120566775, 1468.4280256487837, 1465.320633909083, 1447.3259180486784]",1464.15
1156,"[1471.6538182087243, 1468.8627617911843, 1468.229551325494, 1448.4070502404065, 1469.579614491493]",1458.7
1157,"[1469.440010774968, 1466.1766106596624, 1450.8304122193367, 1467.8346774314996, 1466.619350552559]",1452.05
1158,"[1458.307094744203, 1447.948221359169, 1458.5914712407102, 1462.023958683014, 1446.1961998896222]",1462.9
1159,"[1445.1709310285223, 1456.0601610224112, 1460.4614334404469, 1448.340427281095, 1471.5538487298036]",1466.65
1160,"[1458.939218595915, 1458.9162479639053, 1451.498384643237, 1471.419627251249, 1471.8897536494333]",1466.9
1161,"[1458.8912999331951, 1450.3319319238872, 1464.076717494696, 1466.8813354947924, 1464.3156486200314]",1466.9
1162,"[1445.7153414066343, 1459.4416257073171, 1462.5500661048281, 1461.7003211705742, 1462.7977934273804]",1466.9
1163,"[1465.295881379876, 1466.0438600022026, 1466.013967701947, 1466.1937321187725, 1466.59802718852]",1467.65
1164,"[1470.7866987678572, 1469.3889222201688, 1469.1817035101121, 1467.8953736947733, 1468.1290580948407]",1468.45
1165,"[1469.3747579032788, 1469.9243683722307, 1468.298969292082, 1468.122059794172, 1467.5988440915826]",1471.7
1166,"[1468.1436864106217, 1468.1242760504392, 1467.8307555288338, 1467.0691340905614, 1468.9620297625079]",1467.05
1167,"[1467.6664713391074, 1467.744501473091, 1467.0733353595715, 1467.5323667120829, 1462.4762648245232]",1464.45
1168,"[1468.117685856254, 1467.7520153575751, 1467.5446475334757, 1462.3839832237718, 1460.5908078601205]",1464.45
1169,"[1468.1996255600243, 1469.155540419597, 1465.2076949425827, 1462.2522275542578, 1461.491079788364]",1464.45
1170,"[1470.6783622723015, 1467.5268403424561, 1464.8792706904787, 1462.335649419576, 1461.2619547492359]",1458.4
1171,"[1465.1527821269265, 1463.9315421595675, 1461.3144114006136, 1458.7322809826292, 1453.7384265045403]",1454.65
1172,"[1461.3943244598195, 1460.6824754198024, 1458.1426261154702, 1453.5154468621186, 1455.4866936393955]",1454.35
1173,"[1460.3442265105841, 1459.4782531620876, 1456.212713548448, 1458.1723714120162, 1460.8002645159722]",1454.65
1174,"[1460.2070321915962, 1457.3813017607317, 1458.8436162791331, 1462.4709572021384, 1462.4764563473436]",1460.15
1175,"[1454.313101881009, 1455.4671411231102, 1458.5724996917124, 1461.380817131212, 1461.2946656418499]",1460.15
1176,"[1452.678463487915, 1454.3566629437264, 1457.6729966545681, 1458.564219379732, 1464.6641858498042]",1460.15
1177,"[1454.650998144236, 1455.2205524690653, 1456.3006983143205, 1464.0406905824784, 1465.7710553095822]",1461.15
1178,"[1456.8088452651718, 1456.9395111649865, 1463.4126696655294, 1467.5193485717318, 1467.7957894839637]",1477.3
1179,"[1460.504069465358, 1464.4591391091817, 1468.4993257786118, 1470.9594690710219, 1484.02420025639]",1475.1
1180,"[1465.440160696744, 1466.793852124436, 1469.4461701527616, 1480.566674066271, 1462.2399185150134]",1475.95
1181,"[1466.3882842928142, 1466.7017482195079, 1474.0791235872457, 1456.4165589403856, 1457.4874710150616]",1459.65
1182,"[1466.9673767704226, 1474.4413775154826, 1461.8616387688526, 1456.377639096856, 1455.667484033358]",1459.65
1183,"[1484.791854545736, 1474.4168985188735, 1467.3444056856242, 1465.160403696791, 1466.1848232886987]",1459.65
1184,"[1474.2196576828865, 1473.7226812193549, 1471.3977929191024, 1470.8358326444286, 1468.9244776278356]",1461.7
1185,"[1470.7140540389955, 1469.8714658427634, 1468.9093884436588, 1469.706209904878, 1470.5965894205146]",1464.95
1186,"[1458.7978017652058, 1459.5131520114373, 1461.5399843423365, 1466.0402673304197, 1456.658774753596]",1466.8
1187,"[1457.5893494290067, 1457.3820061359293, 1462.4368738949415, 1453.6819355846092, 1467.7834400504362]",1467.8
1188,"[1459.1685714163905, 1460.760979242943, 1454.4629061796877, 1466.9004162821802, 1467.9823731959914]",1466.6
1189,"[1463.8720731260546, 1458.4164824994514, 1466.983298117062, 1468.2877052707772, 1468.7288182567572]",1466.6
1190,"[1460.2924185755546, 1468.234219312726, 1469.3501559057913, 1470.5492623290047, 1471.4316632763657]",1466.6
1191,"[1469.3999855430156, 1470.1753398970177, 1471.434287907381, 1473.466627190268, 1474.761445157841]",1477.9
1192,"[1470.3697375675547, 1470.8561691823998, 1472.8585876717116, 1476.5887132707285, 1486.767134216876]",1475.8
